project_id,project_name,sector,implementing_agency,planned_commissioning_year,completion_date,approved_cost_cr,reported_completion_expenditure_cr,predicted_cost_overrun,actual_cost_overrun,cost_error,predicted_delay_days,actual_delay_days,delay_error,predicted_risk,actual_risk
,"GANJAM-ICCHAPURUM,NH-5(NHAI) NHAI 263.27 263.27 02/2004 03/",Sasan Ultra Me Pgcil,Not reported,2013,2013-03-31,2013.0,1.0,-98.41359036338204,-99.95032290114257,1.5367325377605283,0.0,0,0.0,0,0
,"GWALIOR BYPSS, NH-75,3 NHAI 300.93 300.93 10/2009 03/",Sasan Ultra Me Pgcil,Not reported,2013,2013-03-31,2013.0,1.0,-98.41359036338204,-99.95032290114257,1.5367325377605283,0.0,0,0.0,0,0
,"Hyderabad-Vijaywada Km. 40 to 221.50 Km 04/2010 1,740.00 10/2012",Krishnapatnam,Not reported,2013,2013-03-31,1740.0,1944.2,-40.10249457472098,11.735632183908049,-51.83812675862903,3.7524395318906554,30,-26.247560468109345,0,1
,"INTEGRATED OFFSHORE CRUDE OIL 12/2009 1,492.33 06/2012",Hazira,Not reported,2013,2013-03-31,1492.33,1219.5,-21.903277566265125,-18.28214939055034,-3.6211281757147837,29.490972119780075,30,-0.5090278802199251,0,0
,INTERCONNECTION BETWEEN 160.32 160.32 10/2012 03/,Parbati-Iii Hep Pgcil,Not reported,2013,2013-03-31,2013.0,1.0,-99.90547748679464,-99.95032290114257,0.04484541434793243,0.0,0,0.0,0,0
,IOR of B-173A Field ONGC 352.49 352.49 03/2014 03/,Rinl,Not reported,2014,2013-03-31,2014.0,1.0,-96.32487756190713,-99.95034756703079,3.6254700051236597,0.011877594169462515,0,0.011877594169462515,0,0
,"IOR, RUDRASAGAR (ONGCL) ONGC 113.90 438.85 03/2006 03/",Panipat Iocl,Not reported,2013,2013-03-31,2013.0,3.0,-98.41359036338204,-99.85096870342772,1.437378340045683,0.0,0,0.0,0,0
,"KANIHA OCP, MCL, (10.0 Mty) MCL 457.77 457.77 03/2013 03/",Krishnapatnam,Not reported,2015,2013-03-31,2013.0,24.0,-98.43464425925958,-98.80774962742176,0.37310536816217166,0.0,0,0.0,0,0
,LANJHIGARH-JUNAGARH NL(ECOR) ECOR 100.00 227.94 03/2002 03/,Sasan Ultra Me Pgcil,Not reported,2013,2013-03-31,2013.0,3.0,-98.41359036338204,-99.85096870342772,1.437378340045683,0.0,0,0.0,0,0
,MP/Maharashtra Border-Dhula 12/2009 835.00 06/2012,Krishnapatnam,Not reported,2013,2013-03-31,835.0,1068.7,-19.841527339674577,27.988023952095816,-47.82955129177039,39.726612092526665,30,9.726612092526665,0,1
,NORTHERN REGION SYSTEM 520.48 520.48 11/2011 12/,Scheme-I Pgcil,Not reported,2014,2013-03-31,2013.0,3.0,-100.31503600537756,-99.85096870342772,-0.46406730194983936,0.0,0,0.0,0,0
,North Tapti Gas Field Development ONGC 589.70 755.76 03/2011 03/,Barauni Pipeline Iocl,Not reported,2013,2013-03-31,2013.0,2.0,-98.41359036338204,-99.90064580228515,1.4870554389031128,0.0,0,0.0,0,0
,"PATHANKOT- BHOGPUR, KM.26-KM.70, NS- 284.00 359.00 05/2008 03/",Nhai,Not reported,2013,2013-03-31,2013.0,6.0,-100.62145559383386,-99.70193740685544,-0.9195181869784221,0.0,0,0.0,0,0
,"Polypropylene unit Mangalore Refin 1,803.78 1,803.78 07/2012 06/",Visakh Refinery Hpcl,Not reported,2013,2013-03-31,2013.0,4.0,-98.41359036338204,-99.8012916045703,1.3877012411882532,0.0,0,0.0,0,0
,"RAJATGARH-BARANG(LD),ECOR RVNL 166.16 288.00 02/2009 04/",Sasan Ultra Me Pgcil,Not reported,2014,2013-03-31,2013.0,16.0,-98.57909119915186,-99.20516641828118,0.6260752191293193,0.0,0,0.0,0,0
,"RAJMARG CHORAHA TO LAKHNANDON,KM 12/2003 229.91 10/2008",Krishnapatnam,Not reported,2013,2013-03-31,229.91,289.95,-17.28869077915107,26.114566569527202,-43.403257348678274,39.37067884127984,30,9.37067884127984,1,1
,"SETTING UP OF LNG REGASIFICATION 3,500.00 4,150.00 01/2012 03/",Nhai,Not reported,2013,2013-03-31,2013.0,1.0,-100.62145559383386,-99.95032290114257,-0.6711326926912875,0.0,0,0.0,0,0
,"SUPPLEMENTRY TRANSMISSION 2,360.95 2,360.95 08/2012 12/",Strenghtening Scheme-Xv Pgcil,Not reported,2014,2013-03-31,2013.0,3.0,-98.57909119915186,-99.85096870342772,1.2718775042758637,0.0,0,0.0,0,0
,"TEESTA LOW DAM STAGE III 768.92 1,628.00 03/2007 03/",Visakh Refinery Hpcl,Not reported,2013,2013-03-31,2013.0,1.0,-98.41359036338204,-99.95032290114257,1.5367325377605283,0.0,0,0.0,0,0
,TR. SYSTEM ASSOCIATED WITH CHAMERA III 04/2008 297.37 07/2011,Handling Facilities,Not reported,2013,2013-03-31,386.32,338.93,-27.89317339625792,-12.267032511907223,-15.626140884350699,53.17242576241872,30,23.17242576241872,1,0
,TRANSMISSION SYSTEM ASSOCIATED WITH,Tummalap(Uranium Corporation Of India Limited) -,Not reported,2013,2013-03-31,779.21,756.5,-20.655537851222064,-2.9144903171160577,-17.741047534106006,41.176554385689144,0,41.176554385689144,0,0
,TRANSMISSION SYSTEM ASSOCIATED WITH 12/2010 779.21 08/2013,Hep,Not reported,2013,2013-03-31,779.21,756.5,-20.655537851222064,-2.9144903171160577,-17.741047534106006,41.176554385689144,30,11.176554385689144,0,0
,TRANSMISSION SYSTEM ASSOCIATED WITH 557.24 758.75 01/2010 03/,Hydroelectric Power Proje Nhpc,Not reported,2013,2013-03-31,2013.0,1.0,-98.41359036338204,-99.95032290114257,1.5367325377605283,0.0,0,0.0,0,0
,"TRANSMISSION SYSTEM ASSOCIATED WITH 7,031.88 7,031.88 12/2012 06/",Associated With Dvc And Pgcil,Not reported,2013,2013-03-31,2013.0,6.0,-99.90547748679464,-99.70193740685544,-0.2035400799392022,0.0,0,0.0,0,0
,765KV SYSTEM FOR CENTRAL PART OF NORTHERN REGION GRID -,Power,Not reported,2012,2013-05-31,1736.36,1240.75,-18.39195808121172,-28.543044069202235,10.151085987990516,4.012037403660072,364,-359.9879625963399,0,1
,INTERCONNECTION BETWEEN ELECTTRICAL GRIDS OF INDIA AND,Power,Not reported,2012,2013-08-31,160.32,87.63,-9.553924841401333,-45.34056886227545,35.786644020874114,56.331494792712306,334,-277.6685052072877,0,1
,CAPACITY AUGMENTATION OF KOTA PIYALA SECTION OF MMBPL,Refinery                 (Indian Oil Corporation Limited) -,Not reported,2013,2013-12-31,152.89,128.53,-20.279917735114374,-15.933023742560001,-4.346893992554373,57.507976397998526,213,-155.49202360200147,1,1
,FLUIDIZED CATALYTIC CRACKING UNIT(FCCU) REVAMP AT MATHURA,Petroleum,Not reported,2013,2013-12-31,1000.0,755.25,-16.174139840200514,-24.474999999999998,8.300860159799484,26.54571507913662,364,-337.45428492086336,0,1
,"FOUR LANNING FROM MP/MAHARASHTRA BORDER TO NAGPUR,",Road Transport And Highways,Not reported,2011,2014-01-31,1170.52,4.41,-23.525722959299905,-99.62324437002357,76.09752141072366,97.02016826487424,975,-877.9798317351258,0,1
,"102 MW WIND POWER PROJECT 1,106.00 678.02 06/2012 05/",Ii                          Ongc,Not reported,2014,2014-03-31,2014.0,2.0,-94.78589339444305,-99.90069513406156,5.114801739618514,0.011877594169462515,0,0.011877594169462515,0,0
,ACQUISITION OF TWO(2) NOS. OF 317000 DWT VERY 10/2010 966.46 994.82 02/,Shipping And Ports,Not reported,2014,2014-03-31,2014.0,2.93,-94.78589339444305,-99.85451837140019,5.068624976957139,0.011877594169462515,0,0.011877594169462515,0,0
,"ASSAM TELECOM CIRCLE, PHASE-V.I, 2G & 3G 336.81 336.81 01/2009 03/",Bsnl,Not reported,2014,2014-03-31,2014.0,3.0,-96.24306154787403,-99.85104270109235,3.6079811532183186,0.011877594169462515,0,0.011877594169462515,0,0
,"BARH STPP STAGE -II 7,341.04 7,341.04 08/2013 02/",Power,Not reported,2015,2014-03-31,2015.0,1.0,-89.74018403872898,-99.95037220843672,10.210188169707735,0.007308505457386996,0,0.007308505457386996,0,0
,"BONGAIGAON THERMAL POWER PROJECT 4,375.35 4,375.35 07/2011 06/",Pgcil,Not reported,2016,2014-03-31,2016.0,2.0,-94.64144645455079,-99.90079365079364,5.259347196242857,0.007308505457386996,0,0.007308505457386996,0,0
,"BRAHMPUTRA BRIDGE,NH NO-31 217.61 309.56 04/2010 09/",Road Transport And Highways,Not reported,2016,2014-03-31,2015.0,4.0,-94.64144645455079,-99.8014888337469,5.160042379196113,0.007308505457386996,0,0.007308505457386996,0,0
,BUTENE-1 PROJECT AT PANIPAT 02/2012 190.00 03/2014,Up A New Ccr At Mumbai Refinery,Not reported,2014,2014-03-31,172.38,125.28,-18.978114728919753,-27.323355377654018,8.345240648734265,63.61814792759276,30,33.61814792759276,1,0
,CENTRAL GAS GATHERING STATION AND 144.02 204.29 06/2012 03/,Mangalore Refin,Not reported,2014,2014-03-31,2014.0,3.0,-94.78589339444305,-99.85104270109235,5.065149306649303,0.011877594169462515,0,0.011877594169462515,0,0
,"CONST. & DEV. OF 2 OFFSHORE CONTAINER 1,228.00 2,158.16 12/2010 03/",Shipping And Ports,Not reported,2015,2014-03-31,2015.0,7.0,-94.64144645455079,-99.65260545905707,5.011159004506283,0.007308505457386996,0,0.007308505457386996,0,0
,CONSTRUCTION OF NEW INTERNATIONAL 335.61 388.53 05/2012 03/,Civil Aviation,Not reported,2014,2014-03-31,2014.0,1.0,-90.0406699154045,-99.95034756703079,9.909677651626296,0.011877594169462515,0,0.011877594169462515,0,0
,CREATION OF SECONDARY TANK FARM WITH 374.56 374.56 09/2012 10/,Hpcl,Not reported,2017,2014-03-31,2016.0,5.0,-94.64144645455079,-99.75198412698413,5.110537672433338,0.007308505457386996,0,0.007308505457386996,0,0
,"DEV OF G1 AND GS-15 (ONGCL) 429.82 2,735.65 04/2006 06/",Ankleswar             Ongc,Not reported,2016,2014-03-31,2014.0,24.0,-94.64144645455079,-98.80834160873883,4.16689515418804,0.007308505457386996,0,0.007308505457386996,0,0
,"DEVELOPMENT OF B-46 CLUSTER FIELD 1,436.21 1,456.96 07/2010 03/",Ongc,Not reported,2014,2014-03-31,2014.0,2.0,-96.32487756190713,-99.90069513406156,3.5758175721544347,0.011877594169462515,0,0.011877594169462515,0,0
,DEVELOPMENT OF BHE AND BH-35 AREA. 08/2010 372.11 03/2013,Up A New Ccr At Mumbai Refinery,Not reported,2014,2014-03-31,372.11,334.31,-27.96511524452113,-10.158286528177154,-17.806828716343976,61.995834004391185,58,3.9958340043911846,1,0
,DEVELOPMENT OF SB-14 FIELD 01/2011 410.44 11/2012,Up A New Ccr At Mumbai Refinery,Not reported,2014,2014-03-31,410.44,337.16,-28.251834434309117,-17.85401033037715,-10.397824103931967,64.19170593542056,30,34.19170593542056,1,0
,"DHOLPUR-SIRMUTTRA WITH EXTENSION TO 04/2010 622.41 2,030.50 02/",Bikaner And Ratangarh-Degana Gc)                                              -                             -,Not reported,2019,2014-03-31,2019.0,226.23,-94.64144645455079,-88.79494799405646,-5.846498460494331,0.007308505457386996,0,0.007308505457386996,0,0
,"DIESEL HYDROTREATOR PROJECT AT 3,284.00 2,174.00 09/2011 05/",Madhuban             Oil,Not reported,2014,2014-03-31,2014.0,7.0,-94.78589339444305,-99.65243296921548,4.866539574772432,0.011877594169462515,0,0.011877594169462515,0,0
,"DIESEL HYDROTREATOR PROJECT AT VISAKH 3,597.00 2,730.00 09/2011 03/",Oil,Not reported,2014,2014-03-31,2014.0,4.0,-94.78589339444305,-99.80139026812313,5.015496873680078,0.011877594169462515,0,0.011877594169462515,0,0
,GSM EQUIPMENT OF 283000 LINES (2G) AND 149.15 158.72 06/2009 03/,Phase-Ii          Bsnl,Not reported,2014,2014-03-31,2014.0,3.0,-94.78589339444305,-99.85104270109235,5.065149306649303,0.011877594169462515,0,0.011877594169462515,0,0
,HYDERABAD/SECUNDERABD MULTI MODAL 04/2012 632.68 816.55 04/,Suburban Gc                       -                                            -                               -,Not reported,2016,2014-03-31,2012.0,29.06,-99.76360013102351,-98.55566600397616,-1.207934127047352,0.00163829235521105,0,0.00163829235521105,0,0
,HYDROCRACKER REVAMP AND SETTING 04/2008 825.00 04/2013,Petroleum,Not reported,2014,2014-03-31,1827.0,1545.0,-57.38152739882694,-15.435139573070607,-41.94638782575633,3.306014047183458,30,-26.693985952816544,0,0
,HYDROCRACKER REVAMP AND SETTING UP A NEW CCR AT MUMBAI,Petroleum,Not reported,2013,2014-03-31,825.0,1545.0,-15.919013343719715,87.27272727272727,-103.19174061644698,39.726612092526665,364,-324.2733879074733,1,1
,IOR GELEKI (ONGCL) 09/2001 390.09 03/2007,Petroleum,Not reported,2017,2014-03-31,1674.11,1759.52,-19.70228689192289,5.101815292901906,-24.804102184824792,15.496351724251147,0,15.496351724251147,0,1
,IOR LAKWA - LAKHMANI (ONGCL) 09/2001 345.10 03/2007,Petroleum,Not reported,2014,2014-03-31,750.0,743.72,-16.61545043823676,-0.8373333333333297,-15.77811710490343,50.25471135785518,30,20.25471135785518,1,0
,"IOR, RUDRASAGAR (ONGCL) 09/2001 113.90 03/2006",Petroleum,Not reported,2014,2014-03-31,480.0,452.91,-18.925897591806574,-5.6437499999999945,-13.28214759180658,57.86531499408885,30,27.86531499408885,1,0
,"MRPL PHASE-III EXPANSION 12,412.00 12,160.26 01/2012 03/",Mangalore Refin,Not reported,2014,2014-03-31,2014.0,3.0,-94.78589339444305,-99.85104270109235,5.065149306649303,0.011877594169462515,0,0.011877594169462515,0,0
,"MUMBAI HIGH NORTH DEVELOPMENT PHASE- 7,133.39 7,133.39 09/2012 03/",Ongc,Not reported,2014,2014-03-31,2014.0,2.0,-96.32487756190713,-99.90069513406156,3.5758175721544347,0.011877594169462515,0,0.011877594169462515,0,0
,"MUMBAI HIGH SOUTH REDEVELOPMENT PH-2 5,713.03 8,813.41 05/2010 03/",Petroleum,Not reported,2014,2014-03-31,2014.0,2.0,-85.04964236791538,-99.90069513406156,14.851052766146182,0.011877594169462515,0,0.011877594169462515,0,0
,"NEW WORK FOR CONSTRUCTION OF METRO 2,298.42 2,298.42 03/2014 03/",Railways,Not reported,2016,2014-03-31,2014.0,24.0,-89.96285521955885,-98.80834160873883,8.845486389179982,0.007308505457386996,0,0.007308505457386996,0,0
,NORTHERN REGION TRANSMISSION 965.58 965.58 11/2012 03/,Ntpc,Not reported,2014,2014-03-31,2014.0,1.0,-96.24306154787403,-99.95034756703079,3.7072860191567543,0.011877594169462515,0,0.011877594169462515,0,0
,"PARBATI H.E.P. STAGE -III (NHPC) 2,304.56 2,716.00 10/2010 03/",Provision)             Pgcil,Not reported,2014,2014-03-31,2014.0,5.0,-94.78589339444305,-99.75173783515392,4.9658444407108675,0.011877594169462515,0,0.011877594169462515,0,0
,"PETROCHEMICAL COMPLEX-II AT VIJAYPUR 8,140.00 8,140.00 02/2014 03/",Rig                             Oil,Not reported,2014,2014-03-31,2014.0,3.0,-94.78589339444305,-99.85104270109235,5.065149306649303,0.011877594169462515,0,0.011877594169462515,0,0
,"POLYPROPYLENE UNIT 1,803.78 1,803.78 07/2012 03/",Gail,Not reported,2014,2014-03-31,2014.0,3.0,-94.78589339444305,-99.85104270109235,5.065149306649303,0.011877594169462515,0,0.011877594169462515,0,0
,PURCHASE OF 2 NOS. OF 2000 HP DRILLING 270.00 270.00 12/2014 08/,Ongc,Not reported,2015,2014-03-31,2015.0,2.0,-96.18043062201485,-99.90074441687344,3.7203137948585834,0.007308505457386996,0,0.007308505457386996,0,0
,RAIL CONNECTIVITY TO ICTT AT VALLARPADAM AT 03/2007 245.67 373.22 04/,Large Crude Carriers From M/S Jiangsu                                            -                                -,Not reported,2011,2014-03-31,2009.0,51.92,-100.1143525171872,-97.41562966650075,-2.698722850686451,9.82509499840985e-08,1154,-1153.999999901749,0,1
,RAMANAGRAM-MYSORE DOUBLING WITH 04/2007 482.00 482.70 03/,Noapara And Noapara-Nscb Airport(Mtp)                                   -                           -,Not reported,2014,2014-03-31,2013.0,0.15,-98.57909119915186,-99.99254843517139,1.413457236019525,0.0,30,-30.0,0,0
,"SETTING UP OF LNG REGASIFICATION TERMINAL AT 03/2009 3,500.00 4,150.00 01/",Channel And Jnpt Channel                 -                                   -                            -,Not reported,2013,2014-03-31,2012.0,18.57,-99.74254623514595,-99.07703777335985,-0.6655084617861036,0.0,242,-242.0,0,1
,"SUPPLIMENTARY TRANSMISSION ASSOCIATED WITH 08/2008 2,360.95 2,580.90 08/",Power,Not reported,2014,2014-03-31,2012.0,9.32,-98.23455707295714,-99.53677932405567,1.3022222510985273,0.0019037773012388452,30,-29.998096222698763,0,0
,SYSTEM STRENGTHENING COMMON FOR WR 213.78 213.78 03/2014 03/,Ntpc,Not reported,2014,2014-03-31,2014.0,3.0,-96.24306154787403,-99.85104270109235,3.6079811532183186,0.011877594169462515,0,0.011877594169462515,0,0
,"TOLLYGANJ-GARIA WITH EXTENSION TO DUM DUM- 03/2000 907.69 3,176.10 12/",Virudhunagar(Sr)(Gc)                            -                             -                               -,Not reported,2010,2014-03-31,2006.0,249.91,-99.35397635311128,-87.54187437686939,-11.812101976241891,0.016039427957113005,1338,-1337.9839605720429,0,1
,"TPS-II EXPANSION (1470MW TO 1970MW) (NLC) 2,030.78 3,027.59 06/2009 05/",Coal,Not reported,2014,2014-03-31,2014.0,1.0,-92.19867847905397,-99.95034756703079,7.751669087976822,0.011877594169462515,0,0.011877594169462515,0,0
,67.5 MW TG-5 AUX. S'TEM EMERGENCY POWER REQUIREMENT EXP.,Steel,Not reported,2010,2014-07-31,202.0,294.84,-34.640398860394185,45.96039603960394,-80.60079489999814,228.70225515076726,1672,-1443.2977448492327,1,1
,GSM EQUIPMENT OF 390K LINES(2G) AND 130K LINES(3G) PH-5.1,Telecommunications,Not reported,2008,2014-07-31,373.94,227.58,-18.79054725772253,-39.13996897898058,20.349421721258054,405.6994581035787,2068,-1662.3005418964212,1,1
,KARANPUR MORADABAD-KASHIPUR-RUDRAPUR PIPELINE PROJECT,Petroleum,Not reported,2012,2014-08-31,238.68,293.12,-19.147309364788747,22.808781632311042,-41.95609099709979,33.91787288682842,973,-939.0821271131716,0,1
,COMMON SYSTEM ASSOCIATED WITH ISGS PROJECTS IN,Power,Not reported,2014,2014-10-31,1637.34,1499.95,-8.252984639725867,-8.391048896380708,0.13806425665484134,26.533315546843376,91,-64.46668445315663,0,1
,SUPPLY INSTALLATION TESTING AND COMMISSIONING OF RURAL,Telecommunications,Not reported,2011,2014-10-31,1148.19,251.27,-23.525722959299905,-78.11599125580261,54.59026829650271,97.02016826487424,1279,-1181.9798317351258,0,1
,GSM EQUIPMENT OF 283000 LINES (2G) AND 75000 LINES (3G) IN,Telecommunications,Not reported,2009,2014-11-30,149.15,86.34,-23.866644552040015,-42.11196781763326,18.245323265593242,274.4589439323091,2008,-1733.541056067691,1,1
,PIPELINE FOR TRANSFER OF LPG FROM BPCR/HPCR TO URAN LPG,Petroleum,Not reported,2012,2014-11-30,246.81,263.59,-19.147309364788747,6.798752076496078,-25.946061441284826,34.773712204731694,851,-816.2262877952683,0,1
,765 KV POOLING STATION AND NETWORK WITH DVC AND MAITHOB,Maithon Rbc                      (Power Grid Corporation Of,Not reported,2012,2014-12-31,7075.33,6413.96,19.829828040227454,-9.347549866932,29.177377907159453,1.6038093400727291,882,-880.3961906599272,0,1
,SUPPLIMENTARY TRANSMISSION ASSOCIATED WITH DVC AND,Power,Not reported,2012,2014-12-31,2360.95,2150.11,-58.59300740895982,-8.930303479531531,-49.66270392942829,0.5918258939208975,882,-881.4081741060791,0,1
,TR SYSTEM FOR ESTABLISHMENT OF 400/220 KV GIS SUBSTATION,Power,Not reported,2014,2015-01-31,259.28,210.02,-0.09068101397727446,-18.99876581302066,18.908084799043387,45.58421346819769,395,-349.4157865318023,0,1
,2-LANING WITH PAVED SHOLDERS OF MULTAI CHHINDWARA SEONI,Road Transport And Highways,Not reported,2014,2015-02-28,1565.0,1592.0,-21.070231095772286,1.7252396166134185,-22.795470712385704,30.630925383004858,150,-119.36907461699514,0,1
,ENHANCEMENT OF PRODUCTION CAPACITY AT BOLANI IRON ORE,Steel,Not reported,2013,2015-06-30,254.55,135.89,-27.431358698616705,-46.615596150068754,19.18423745145205,34.17543813636058,606,-571.8245618636395,0,1
,TRANSMISSION SYSTEM FOR IPP GENERATION PROJECTS IN MP,Power,Not reported,2013,2015-06-30,1366.34,1320.96,-9.100532400830645,-3.321281672204567,-5.779250728626078,25.762410687633672,576,-550.2375893123664,0,1
,"UP-GRADATION OF KONABAN GGS AND PIPELINE GRID PROJECT,",Petroleum,Not reported,2012,2015-08-31,288.04,229.16,-17.977561840158508,-20.4416053325927,2.464043492434193,35.67457428684439,1125,-1089.3254257131557,0,1
,SYSTEM STRENGTHENING COMMON FOR WR AND NR (LINE BAYS,Power,Not reported,2014,2015-09-30,213.78,204.54,-5.734080301912762,-4.3222003929273125,-1.4118799089854495,50.561494173425714,578,-527.4385058265743,0,1
,ACADEMIC CUM RESIDENTIAL CAMPUS AT 225.81 225.81 06/2012 05/,Urban Development,Not reported,2015,2015-10-31,2015.0,1.0,-90.29264667144042,-99.95037220843672,9.657725536996296,0.007308505457386996,152,-151.9926914945426,0,1
,BLOCK-B OCP NCL (3.5 MTY) 746.04 535.10 03/2015 03/,Ncl,Not reported,2016,2015-10-31,2015.0,12.0,-94.64144645455079,-99.40446650124069,4.763020046689903,0.007308505457386996,0,0.007308505457386996,0,0
,CONSTRUCTION OD ADDITIONAL COMPLEX 884.30 884.30 08/2014 01/,Dmrcl,Not reported,2017,2015-10-31,2016.0,17.0,-94.64144645455079,-99.15674603174604,4.51529957719525,0.007308505457386996,0,0.007308505457386996,0,0
,CONSTRUCTION OF 2 FGS IN CHABUA 08/2008 126.18 06/2012,Vijaypur And Pata,Not reported,2015,2015-10-31,159.54,71.73,-20.1182822045735,-55.03948852952237,34.92120632494887,69.41629711382804,244,-174.58370288617198,1,1
,CONSTRUCTION OF EXTENSION BUILDING TO 261.85 261.85 05/2013 10/,Kolkata            Cpwd,Not reported,2015,2015-10-31,2015.0,1.0,-94.64144645455079,-99.95037220843672,5.30892575388593,0.007308505457386996,0,0.007308505457386996,0,0
,"DELHI AGRA APPROVED LENGTH 180.0 KM 1,928.22 1,928.22 04/2015 04/",Nhai,Not reported,2016,2015-10-31,2015.0,12.0,-97.84657742062616,-99.40446650124069,1.5578890806145296,0.007308505457386996,0,0.007308505457386996,0,0
,"DELHI MRTS PHASE-III 38,585.00 38,585.00 03/2016 03/",Cpwd,Not reported,2016,2015-10-31,2016.0,9.0,-94.64144645455079,-99.55357142857143,4.912124974020642,0.007308505457386996,0,0.007308505457386996,0,0
,DEVELOPMENT OF CHANDIGARH INTERNATIONAL AIRPORT(MOHALI),Civil Aviation,Not reported,2015,2015-10-31,452.0,449.41,-12.407304497802858,-0.5730088495575165,-11.834295648245341,59.20457259929644,244,-184.79542740070355,1,1
,DEVELOPMENT OF SHALLOW WATER WELLS 284.82 284.82 04/2015 04/,Iocl,Not reported,2017,2015-10-31,2015.0,25.0,-94.64144645455079,-98.75930521091811,4.117858756367326,0.007308505457386996,0,0.007308505457386996,0,0
