project_id,month,project_name,sector,ministry,state,agency,original_cost,current_estimated_cost,actual_cost,planned_start_date,planned_completion_date,revised_completion_date,actual_completion_date,monthly_expenditure,physical_progress_percentage,milestone_completed,milestone_delay_days
602098,2022-03-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,470.16,518.5,2020-06-30,2023-06-30,2023-10-21,2024-01-10,10.24,54.74,False,5
602098,2022-04-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,473.09,518.5,2020-06-30,2023-06-30,2023-10-26,2024-01-10,10.24,56.79,False,5
602098,2022-05-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,476.07,518.5,2020-06-30,2023-06-30,2023-10-31,2024-01-10,10.24,59.23,False,6
602098,2022-06-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,479.09,518.5,2020-06-30,2023-06-30,2023-11-06,2024-01-10,10.24,62.1,False,6
602098,2022-07-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,482.15,518.5,2020-06-30,2023-06-30,2023-11-11,2024-01-10,10.24,65.37,True,3
602098,2022-08-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,485.26,518.5,2020-06-30,2023-06-30,2023-11-17,2024-01-10,10.24,68.87,False,4
602098,2022-09-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,488.41,518.5,2020-06-30,2023-06-30,2023-11-22,2024-01-10,10.24,72.4,False,5
602098,2022-10-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,491.6,518.5,2020-06-30,2023-06-30,2023-11-27,2024-01-10,10.24,75.74,False,5
602098,2022-11-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,494.83,518.5,2020-06-30,2023-06-30,2023-12-03,2024-01-10,10.24,78.73,False,6
602098,2022-12-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,498.1,518.5,2020-06-30,2023-06-30,2023-12-08,2024-01-10,10.24,81.28,False,6
602098,2023-01-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,501.41,518.5,2020-06-30,2023-06-30,2023-12-14,2024-01-10,10.24,83.42,True,3
602098,2023-02-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,504.75,518.5,2020-06-30,2023-06-30,2023-12-19,2024-01-10,10.24,85.28,False,4
602098,2023-03-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,508.14,518.5,2020-06-30,2023-06-30,2023-12-24,2024-01-10,10.24,87.04,False,5
602098,2023-04-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,511.56,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,88.93,False,5
602098,2023-05-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,91.14,False,6
602098,2023-06-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,93.76,False,6
602098,2023-07-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,94.17,True,3
602098,2023-08-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,94.9,False,4
602098,2023-09-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,95.79,False,5
602098,2023-10-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,96.61,False,5
602098,2023-11-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,97.16,False,6
602098,2023-12-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,97.31,False,6
602098,2024-01-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,97.03,True,3
602098,2024-02-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,96.37,False,4
602098,2024-03-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,95.5,False,5
602098,2024-04-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,94.64,False,5
602098,2024-05-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,94.0,False,6
602098,2024-06-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,93.72,False,6
602098,2024-07-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,93.89,True,3
602098,2024-08-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,94.46,False,4
602098,2024-09-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,95.28,False,5
602098,2024-10-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,96.17,False,5
602098,2024-11-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,96.89,False,6
602098,2024-12-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,97.28,False,6
602098,2025-01-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,97.24,True,3
602098,2025-02-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,96.78,False,4
602098,2025-03-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,96.01,False,5
602098,2025-04-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,95.12,False,5
602098,2025-05-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,94.33,False,6
602098,2025-06-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,93.83,False,6
602098,2025-07-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,93.74,True,3
602098,2025-08-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,94.09,False,4
602098,2025-09-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,94.79,False,5
602098,2025-10-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,95.67,False,5
602098,2025-11-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,96.51,False,6
602098,2025-12-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,97.11,False,6
602098,2026-01-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,97.32,True,3
602098,2026-02-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,97.09,False,4
602098,2026-03-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,96.47,False,5
602098,2026-04-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,95.62,False,5
602098,2026-05-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,94.75,False,6
602098,2026-06-01,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,Department of Higher Education,Maharashtra,Department Implementation Agency,425.0,514.76,518.5,2020-06-30,2023-06-30,2023-12-29,2024-01-10,10.24,94.06,False,6
602099,2020-10-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,393.94,515.62,2020-09-30,2023-10-31,2023-11-07,2024-08-05,11.86,3.38,False,5
602099,2020-11-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,395.39,515.62,2020-09-30,2023-10-31,2023-11-15,2024-08-05,9.47,6.56,False,6
602099,2020-12-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,397.13,515.62,2020-09-30,2023-10-31,2023-11-22,2024-08-05,9.47,9.36,False,7
602099,2021-01-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,399.08,515.62,2020-09-30,2023-10-31,2023-11-30,2024-08-05,9.47,11.72,False,8
602099,2021-02-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,401.22,515.62,2020-09-30,2023-10-31,2023-12-07,2024-08-05,9.47,13.68,False,9
602099,2021-03-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,403.52,515.62,2020-09-30,2023-10-31,2023-12-15,2024-08-05,9.47,15.38,False,10
602099,2021-04-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,405.95,515.62,2020-09-30,2023-10-31,2023-12-22,2024-08-05,9.47,17.02,True,5
602099,2021-05-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,408.51,515.62,2020-09-30,2023-10-31,2023-12-30,2024-08-05,9.47,18.81,False,6
602099,2021-06-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,411.18,515.62,2020-09-30,2023-10-31,2024-01-06,2024-08-05,9.47,20.93,False,7
602099,2021-07-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,413.96,515.62,2020-09-30,2023-10-31,2024-01-14,2024-08-05,9.47,23.48,False,8
602099,2021-08-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,416.84,515.62,2020-09-30,2023-10-31,2024-01-21,2024-08-05,9.47,26.46,False,9
602099,2021-09-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,419.81,515.62,2020-09-30,2023-10-31,2024-01-29,2024-08-05,9.47,29.75,False,10
602099,2021-10-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,422.87,515.62,2020-09-30,2023-10-31,2024-02-06,2024-08-05,9.47,33.16,True,5
602099,2021-11-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,426.02,515.62,2020-09-30,2023-10-31,2024-02-13,2024-08-05,9.47,36.48,False,6
602099,2021-12-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,429.24,515.62,2020-09-30,2023-10-31,2024-02-21,2024-08-05,9.47,39.5,False,7
602099,2022-01-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,432.54,515.62,2020-09-30,2023-10-31,2024-02-28,2024-08-05,9.47,42.12,False,8
602099,2022-02-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,435.91,515.62,2020-09-30,2023-10-31,2024-03-07,2024-08-05,9.47,44.3,False,9
602099,2022-03-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,439.35,515.62,2020-09-30,2023-10-31,2024-03-14,2024-08-05,9.47,46.12,False,10
602099,2022-04-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,442.86,515.62,2020-09-30,2023-10-31,2024-03-22,2024-08-05,9.47,47.77,True,5
602099,2022-05-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,446.44,515.62,2020-09-30,2023-10-31,2024-03-29,2024-08-05,9.47,49.44,False,6
602099,2022-06-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,450.08,515.62,2020-09-30,2023-10-31,2024-04-06,2024-08-05,9.47,51.36,False,7
602099,2022-07-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,453.78,515.62,2020-09-30,2023-10-31,2024-04-13,2024-08-05,9.47,53.66,False,8
602099,2022-08-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,457.54,515.62,2020-09-30,2023-10-31,2024-04-21,2024-08-05,9.47,56.41,False,9
602099,2022-09-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,461.35,515.62,2020-09-30,2023-10-31,2024-04-28,2024-08-05,9.47,59.54,False,10
602099,2022-10-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,465.23,515.62,2020-09-30,2023-10-31,2024-05-06,2024-08-05,9.47,62.91,True,5
602099,2022-11-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,469.15,515.62,2020-09-30,2023-10-31,2024-05-14,2024-08-05,9.47,66.3,False,6
602099,2022-12-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,473.13,515.62,2020-09-30,2023-10-31,2024-05-21,2024-08-05,9.47,69.52,False,7
602099,2023-01-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,477.17,515.62,2020-09-30,2023-10-31,2024-05-29,2024-08-05,9.47,72.37,False,8
602099,2023-02-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,481.25,515.62,2020-09-30,2023-10-31,2024-06-05,2024-08-05,9.47,74.79,False,9
602099,2023-03-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,485.38,515.62,2020-09-30,2023-10-31,2024-06-13,2024-08-05,9.47,76.8,False,10
602099,2023-04-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,489.56,515.62,2020-09-30,2023-10-31,2024-06-20,2024-08-05,9.47,78.53,True,5
602099,2023-05-01,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,Department of Higher Education,Rajasthan,Department Implementation Agency,393.0,493.79,515.62,2020-09-30,2023-10-31,2024-06-28,2024-08-05,9.47,80.16,False,6
