project_id,project_name,sector,implementing_agency,planned_commissioning_year,completion_date,approved_cost_cr,reported_completion_expenditure_cr,predicted_cost_overrun,actual_cost_overrun,cost_error,predicted_delay_days,actual_delay_days,delay_error,predicted_risk,actual_risk
,"ADDITIONAL DEV. OF D-1 FIELD ONGC 2,163.64 2,163.64 06/2012 06/",Facility At Vad Iocl,Not reported,2012,2012-03-31,2012.0,6.0,-41.4356210634342,-99.70178926441352,58.26616820097932,169.51900974025975,0,169.51900974025975,0,0
,"ASSAM RENEWAL PROJECT FOR GROUP A 2,465.15 2,378.86 03/2013 03/",Facility At Vad Iocl,Not reported,2014,2012-03-31,2013.0,12.0,-41.4356210634342,-99.40387481371089,57.96825375027669,169.51900974025975,0,169.51900974025975,0,0
,ASSAM/WB BORDER TO GAIRKATTA (WB-1) 221.82 221.82 11/2008 03/,Nhai,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,"AURANG-RAIPUR, NH-6, KM.232 TO KM.281 190.00 190.00 01/2009 03/",Nhai,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,"Assam Telecom Circle, Phase-V.I, 2G & 3G 336.81 336.81 01/2009 03/",Bsnl,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,"BALRAM OCP EXTENSION,MCL (8.00 Mty) 172.08 172.08 03/2010 03/",Nlc,Not reported,2015,2012-03-31,2010.0,60.0,-41.4356210634342,-97.01492537313433,55.579304309700134,169.51900974025975,0,169.51900974025975,0,0
,"BAWANA NANGAL PIPE LINE PROJECT 11/2007 1,816.07 12/2011",Chenna(Airport Authority Of India Limited) -,Not reported,2012,2012-03-31,1385.0,1209.4,-41.4356210634342,-12.678700361010826,-28.756920702423372,169.51900974025975,30,139.51900974025975,0,0
,"BONGAIGAON THERMAL POWER PROJECT 4,375.35 4,375.35 06/2011 04/",Iii Hep Pgcil,Not reported,2014,2012-03-31,2014.0,7.0,-41.4356210634342,-99.65243296921548,58.216811905781285,169.51900974025975,0,169.51900974025975,0,0
,BRANCH PIPELINE FROM KSPL VIRAMGAON 02/2009 250.00 03/2013,Chenna(Airport Authority Of India Limited) -,Not reported,2012,2012-03-31,250.0,233.51,-25.87942059685728,-6.596000000000004,-19.283420596857276,49.25842532467535,30,19.25842532467535,0,0
,Bailadila Iron Ore Deposit- IIB(NMDC) NMDC 295.89 607.17 12/2011 03/,Sail,Not reported,2012,2012-03-31,2012.0,7.0,-41.4356210634342,-99.6520874751491,58.216466411714904,169.51900974025975,0,169.51900974025975,0,0
,CAPACITY ENHANCEMENT OF AMMONIA 438.00 438.00 07/2011 04/,Plants Nfl,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,CAPACITY ENHANCEMENT OF VIJAIPUR-I 325.00 325.00 07/2011 03/,Mcl,Not reported,2012,2012-03-31,2012.0,1.0,-41.4356210634342,-99.95029821073558,58.514677147301384,169.51900974025975,0,169.51900974025975,0,0
,CDU/VDU-II CPCL 333.99 333.99 N.A. 05/,Facility At Vad Iocl,Not reported,2012,2012-03-31,2012.0,4.0,-41.4356210634342,-99.80119284294234,58.365571779508144,169.51900974025975,0,169.51900974025975,0,0
,"CHAMBAL BRIDGE, NH-76 (RJ-5) NHAI 275.00 281.31 02/2010 07/",Nhai,Not reported,2013,2012-03-31,2013.0,5.0,-41.4356210634342,-99.75161450571287,58.31599344227867,169.51900974025975,0,169.51900974025975,0,0
,"CONSTRUCTION OF NEW PROCESS 2,853.29 6,326.40 05/2010 05/",Mangalore Pipeline Projec Gail,Not reported,2012,2012-03-31,2012.0,2.0,-41.4356210634342,-99.90059642147118,58.46497535803698,169.51900974025975,0,169.51900974025975,0,0
,CONSTRUCTION OF TANKS AND BLENDING 267.00 267.00 09/2012 06/,Spurline (To Bhilwara And Chi Gail,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,DAKOBA TO NAGAON (NH-36)(NHAI) NHAI 225.00 225.00 06/2008 03/,Nhai,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,Development of BHE and BH-35 Area. ONGC 372.11 372.11 03/2013 03/,Mangalore Pipeline Projec Gail,Not reported,2013,2012-03-31,2013.0,1.0,-41.4356210634342,-99.95032290114257,58.51470183770837,169.51900974025975,0,169.51900974025975,0,0
,"Development of Cluster-7 Fields ONGC 3,241.03 3,241.03 03/2013 03/",Mangalore Pipeline Projec Gail,Not reported,2013,2012-03-31,2013.0,1.0,-41.4356210634342,-99.95032290114257,58.51470183770837,169.51900974025975,0,169.51900974025975,0,0
,EASTERN REGION STRENGTHENING 975.96 975.96 10/2009 03/,Ongc,Not reported,2012,2012-03-31,2012.0,2.0,-41.4356210634342,-99.90059642147118,58.46497535803698,169.51900974025975,0,169.51900974025975,0,0
,"EASTERN REGION TRANSMISSION SYSTEM- 1,272.80 1,272.80 11/2012 11/",Iv And Rihand-I Pgcil,Not reported,2013,2012-03-31,2012.0,13.0,-41.4356210634342,-99.35387673956262,57.918255676128425,169.51900974025975,0,169.51900974025975,0,0
,END OF DURG BYPASS- 464.00 464.00 01/2011 03/,Nhai,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,ESTABLISHMENT OF VESSEL TRAFFIC 01/2002 165.00 12/2005,Parwanoo(Himachal Pradesh),Not reported,2011,2012-03-31,165.0,135.85,-30.342919844652485,-17.666666666666668,-12.676253177985817,46.4615313852814,182,-135.5384686147186,0,1
,"EXPANSION OF BHILAI STEEL PLANT SAIL 17,265.00 17,265.00 03/2013 06/",Rinl,Not reported,2013,2012-03-31,2013.0,3.0,-41.4356210634342,-99.85096870342772,58.41534763999353,169.51900974025975,0,169.51900974025975,0,0
,"EXPANSION OF BOKARO STEEL PLANT SAIL 6,325.00 6,325.00 12/2011 03/",Sail,Not reported,2012,2012-03-31,2012.0,7.0,-41.4356210634342,-99.6520874751491,58.216466411714904,169.51900974025975,0,169.51900974025975,0,0
,"EXPANSION OF DURGAPUR STEEL PLANT 2,875.00 2,875.00 12/2012 12/",Rinl,Not reported,2013,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,FORBESGANJ TO SIMRAHI (NH-57)(NHAI) 332.94 332.94 09/2008 03/,Nhai,Not reported,2012,2012-03-31,2012.0,9.0,-41.4356210634342,-99.55268389662028,58.11706283318608,169.51900974025975,0,169.51900974025975,0,0
,FTTH BO-3474 /08-09 in Mumbai 04/2010 389.86 09/2011,Terminal At,Not reported,2011,2012-03-31,389.86,3.06,-20.76642605485526,-99.215102857436,78.44867680258074,46.95963744588745,212,-165.04036255411256,0,1
,"GANJAM-ICCHAPURUM,NH-5(NHAI) NHAI 263.27 263.27 02/2004 05/",Nhai,Not reported,2012,2012-03-31,2012.0,1.0,-41.4356210634342,-99.95029821073558,58.514677147301384,169.51900974025975,0,169.51900974025975,0,0
,"GWALIOR BYPSS, NH-75,3 NHAI 300.93 300.93 10/2009 06/",Nhai,Not reported,2012,2012-03-31,2012.0,6.0,-41.4356210634342,-99.70178926441352,58.26616820097932,169.51900974025975,0,169.51900974025975,0,0
,HEERA RECONSTRUCTION 05/2008 706.70 04/2010,Chenna(Airport Authority Of India Limited) -,Not reported,2012,2012-03-31,706.7,700.75,-40.39451704640609,-0.8419414178576546,-39.55257562854843,92.68527367834186,30,62.68527367834186,0,0
,IMMEDIATE EVACUATION SYSTEM FOR 215.86 215.86 06/2012 03/,Strenghtening Scheme-Xi Pgcil,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,INTERCONNECTION BETWEEN 160.32 160.32 10/2012 10/,Nabinagar Tps Pgcil,Not reported,2013,2012-03-31,2012.0,5.0,-41.4356210634342,-99.75149105367794,58.31586999024374,169.51900974025975,0,169.51900974025975,0,0
,JHAJHARPUR TO DARBANGA (BR-7) NHAI 340.00 340.00 09/2008 03/,Nhai,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,KOCHI-KOOTANAD BANGALORE- 348.00 261.00 03/2012 04/,Sail,Not reported,2012,2012-03-31,2012.0,1.0,-41.4356210634342,-99.95029821073558,58.514677147301384,169.51900974025975,0,169.51900974025975,0,0
,MNW-NF BRIDGE PROJECT 05/2008 175.21 03/2009,Chenna(Airport Authority Of India Limited) -,Not reported,2012,2012-03-31,175.21,172.42,-29.058641721392423,-1.5923748644483877,-27.466266856944035,48.152743506493536,59,-10.847256493506464,0,0
,"MRPL Phase-III Expansion Mangalore Refin 12,412.00 12,160.26 01/2012 06/",Facility At Vad Iocl,Not reported,2012,2012-03-31,2012.0,4.0,-41.4356210634342,-99.80119284294234,58.365571779508144,169.51900974025975,0,169.51900974025975,0,0
,NEELAM RECONSTRUCTION 05/2008 305.08 04/2011,Chenna(Airport Authority Of India Limited) -,Not reported,2012,2012-03-31,305.08,298.66,-21.464643380398435,-2.1043660679165987,-19.360277312481838,44.749182900432906,30,14.749182900432906,0,0
,NEW MANGALORE PORT NH-17 AND 48 196.50 196.50 06/2011 03/,Nhai,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,NORTHERN REGION SYSTEM 02/2009 210.79 08/2011,To Kandla,Not reported,2012,2012-03-31,210.79,169.6,-28.897450241587194,-19.54077517908819,-9.356675062499004,47.46069805194807,90,-42.53930194805193,0,1
,NORTHERN REGION SYSTEM STRENGHTENING SCHEME-,Iii(Power Grid Corporation Of India Limited) -,Not reported,2011,2012-03-31,210.79,169.6,-28.897450241587194,-19.54077517908819,-9.356675062499004,47.46069805194807,243,-195.53930194805193,0,1
,PROJ.III OF NIB-II OF MESSAGING STORAGE 250.00 425.51 12/2005 03/,Nhai,Not reported,2012,2012-03-31,2012.0,1.0,-41.4356210634342,-99.95029821073558,58.514677147301384,169.51900974025975,0,169.51900974025975,0,0
,REFRIGERATED LPG STORAGE AT JNPT 06/2008 304.40 09/2010,Chenna(Airport Authority Of India Limited) -,Not reported,2012,2012-03-31,304.4,271.0,-21.464643380398435,-10.972404730617601,-10.492238649780834,44.749182900432906,90,-45.250817099567094,0,1
,"SIPAT STPP STAGE - I (NTPC) NTPC 8,323.39 8,323.39 12/2009 03/",Ongc,Not reported,2012,2012-03-31,2012.0,1.0,-41.4356210634342,-99.95029821073558,58.514677147301384,169.51900974025975,0,169.51900974025975,0,0
,"SUPPLEMENTRY TRANSMISSION 2,360.95 2,360.95 08/2012 08/",Ntpc,Not reported,2013,2012-03-31,2012.0,7.0,-41.4356210634342,-99.6520874751491,58.216466411714904,169.51900974025975,0,169.51900974025975,0,0
,SYSTEM STRENGHTENING -XI IN 196.10 196.10 07/2011 03/,Scheme-I Pgcil,Not reported,2012,2012-03-31,2012.0,2.0,-41.4356210634342,-99.90059642147118,58.46497535803698,169.51900974025975,0,169.51900974025975,0,0
,"Surat- Dahisar(Six Lane) Km 263 to Km 502 1,693.75 1,693.75 08/2011 03/",Nhai,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,TR. SYSTEM ASSOCIATED WITH CHAMERA 297.37 297.91 07/2011 06/,Rampur Hep Pgcil,Not reported,2012,2012-03-31,2012.0,6.0,-41.4356210634342,-99.70178926441352,58.26616820097932,169.51900974025975,0,169.51900974025975,0,0
,TRANSMISSION SYSTEM ASSOCIATED WITH 184.19 184.19 11/2011 03/,Scheme-Ii Pgcil,Not reported,2013,2012-03-31,2013.0,6.0,-41.4356210634342,-99.70193740685544,58.26631634342124,169.51900974025975,0,169.51900974025975,0,0
,TRANSMISSION SYSTEM ASSOCIATED WITH 557.24 557.24 01/2010 09/,Southern Region Pgcil,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,"TRANSMISSION SYSTEM OF VINDHYACHAL- 4,672.99 4,672.99 11/2012 11/",With Dvc And Ma Pgcil,Not reported,2013,2012-03-31,2012.0,7.0,-41.4356210634342,-99.6520874751491,58.216466411714904,169.51900974025975,0,169.51900974025975,0,0
,"TUTICORIN THERMAL POWER PROJECT 4,904.54 4,909.54 03/2012 02/",In Chhattisgarh,Not reported,2014,2012-03-31,2013.0,13.0,-41.4356210634342,-99.35419771485346,57.91857665141926,169.51900974025975,0,169.51900974025975,0,0
,UP/BIHAR BORDER TO KASIA (NH-28)(NHAI) 227.00 227.00 12/2008 03/,Iii Pgcil,Not reported,2012,2012-03-31,2012.0,1.0,-41.4356210634342,-99.95029821073558,58.514677147301384,169.51900974025975,0,169.51900974025975,0,0
,"URI H.E.P STAGE -II (NHPC) NHPC 1,729.29 1,794.00 11/2009 08/",Electtrical Grids Of India And B Pgcil,Not reported,2013,2012-03-31,2012.0,6.0,-41.4356210634342,-99.70178926441352,58.26616820097932,169.51900974025975,0,169.51900974025975,0,0
,VKPL UPGRADATION AND LAYING OF 463.32 330.47 03/2012 03/,Complex Mhn Ongc,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,"WESTERN REGION STRENGTHENING 5,221.23 5,221.23 07/2010 06/",Electtrical Grids Of India And B Pgcil,Not reported,2012,2012-03-31,2012.0,6.0,-41.4356210634342,-99.70178926441352,58.26616820097932,169.51900974025975,0,169.51900974025975,0,0
,WESTERN REGION SYSTEM 409.50 409.50 02/2012 03/,Parbati-Iii Hep Pgcil,Not reported,2012,2012-03-31,2012.0,3.0,-41.4356210634342,-99.85089463220676,58.41527356877256,169.51900974025975,0,169.51900974025975,0,0
,WIND ENERGY 05/2011 616.00 N.A.,Chenna(Airport Authority Of India Limited) -,Not reported,2012,2012-03-31,616.0,344.74,-33.65150640986643,-44.035714285714285,10.384207875847856,87.52845549652368,30,57.52845549652368,0,0
,ZIRAKPUR(HARYANA) - 02/2008 295.00 08/2010,Strenghtening Scheme-Xvii,Not reported,2012,2012-03-31,295.0,763.8,-21.282171406177113,158.9152542372881,-180.19742564346524,44.749182900432906,30,14.749182900432906,0,1
,ZIRAKPUR(HARYANA) -PARWANOO(HIMACHAL,Xvii(Power Grid Corporation Of India Limited) -,Not reported,2010,2012-03-31,295.0,763.8,-21.282171406177113,158.9152542372881,-180.19742564346524,44.749182900432906,608,-563.2508170995671,0,1
,"GORAKHPUR BYPASS, NH-28, PHASE-II EAST-WEST",Annexure-I,Not reported,2009,2012-04-30,600.24,805.1,-18.365075836866072,34.12968146074903,-52.49475729761511,415.44642627574433,942,-526.5535737242557,1,1
,"DIESEL HYDRO TREATMENT PROJECT,BRPL",Corrid(National Highways Authority Of India) -,Not reported,2009,2012-05-31,1431.91,1596.8,-26.697177413460132,11.515388536989049,-38.21256595044918,479.84347402597416,1003,-523.1565259740258,1,1
,IMMEDIATE EVACUATION SYSTEM FOR NABINAGAR,Devi(National Highways Authority Of India) -,Not reported,2012,2012-06-30,215.86,179.7,-28.897450241587194,-16.75159825813028,-12.145851983456915,47.46069805194807,29,18.46069805194807,0,0
,WESTERN REGION SYSTEM STRENGHTENING SCHEME-,Tps(Power Grid Corporation Of India Limited) -,Not reported,2012,2012-07-31,409.5,123.5,-24.249184529917144,-69.84126984126983,45.59208531135269,46.95963744588745,181,-134.04036255411256,0,1
,NORTHERN REGION SYSTEM STRENGHTENING SCHEME-,Boka(Steel Authority Of India Limited (Sail)) -,Not reported,2011,2012-08-31,317.69,199.5,-19.498144652423587,-37.20293367748434,17.70478902506075,46.95963744588745,304,-257.04036255411256,0,1
,END OF DURG BYPASS-CHHATISGARH/MAHARASHTRA,Xiii(Power Grid Corporation Of India Limited) -,Not reported,2011,2012-12-31,464.0,535.62,-47.806215611234,15.435344827586208,-63.24156043882021,65.84526285583102,730,-664.154737144169,0,1
220100279,"REWARI-ROHTAK (NL),NR(NORTHERN RAILWAY) - [220100279]",Border(National Highways Authority Of India) -,NORTHERN RAILWAY,2010,2013-01-31,149.38,508.76,-30.78682183068283,240.58106841611993,-271.36789024680274,46.61304653679655,1095,-1048.3869534632036,0,1
,URANIUM ORE MINE and PROCESSING PLANT AT,Border(National Highways Authority Of India) -,Not reported,2011,2013-02-28,1106.29,1084.24,-40.907699967349444,-1.993148270345023,-38.91455169700442,169.51900974025975,699,-529.4809902597402,0,1
,330 TPH BOILER-6 AND AUXILIARY SYSTEM 260.00 350.00 08/2010 03/,Krishnapatnam,Not reported,2013,2013-03-31,2013.0,1.0,-41.4356210634342,-99.95032290114257,58.51470183770837,169.51900974025975,0,169.51900974025975,0,0
,"765 KV POOLING STATION AND NETWORK 7,075.33 7,075.33 08/2012 01/",Electtrical Grids Of India And B Pgcil,Not reported,2014,2013-03-31,2014.0,2.0,-41.4356210634342,-99.90069513406156,58.46507407062737,169.51900974025975,0,169.51900974025975,0,0
,ADDITIONAL GAS PROCESSING FACILITY AT 02/2008 370.11 04/2011,Complex Mhn,Not reported,2013,2013-03-31,370.11,279.73,-20.33134913663767,-24.419767096268675,4.0884179596310055,46.95963744588745,30,16.959637445887452,0,0
,ASSAM/WB BORDER TO GAIRKATTA (WB-1) 12/2003 221.82 11/2008,Krishnapatnam,Not reported,2013,2013-03-31,221.82,299.96,-28.446383873616234,35.22676043638986,-63.673144310006094,48.75009199134202,30,18.750091991342018,0,1
,AUGMENTATION OF PARADIP HALDIA 586.00 586.00 07/2015 07/,Rinl,Not reported,2015,2013-03-31,2015.0,1.0,-41.4356210634342,-99.95037220843672,58.51475114500252,169.51900974025975,0,169.51900974025975,0,0
,Armur to kadloor yellareddy NHAI 390.56 390.56 02/2012 03/,Sasan Ultra Me Pgcil,Not reported,2013,2013-03-31,2013.0,1.0,-41.4356210634342,-99.95032290114257,58.51470183770837,169.51900974025975,0,169.51900974025975,0,0
,"BANKURA - DAMODAR (GC) (SER) SER 111.90 1,423.98 03/2005 06/",Sasan Ultra Me Pgcil,Not reported,2016,2013-03-31,2016.0,6.0,-41.4356210634342,-99.70238095238095,58.26675988894675,169.51900974025975,0,169.51900974025975,0,0
,BUTADIENE EXTRACTION UNIT (BDEU) AT 341.50 341.50 02/2013 03/,Barauni Pipeline Iocl,Not reported,2013,2013-03-31,2013.0,2.0,-41.4356210634342,-99.90064580228515,58.46502473885096,169.51900974025975,0,169.51900974025975,0,0
,"CONST. & DEV. OF 2 OFFSHORE 1,228.00 1,460.00 12/2010 12/",Terminal At Puthu Port Trust,Not reported,2014,2013-03-31,2013.0,4.0,-41.4356210634342,-99.8012916045703,58.3656705411361,169.51900974025975,0,169.51900974025975,0,0
,"CONSTRUCTION OF NEW PROCESS 01/2007 2,853.29 05/2010",Annexure-I,Not reported,2013,2013-03-31,6326.4,5659.05,-40.56410831792137,-10.548653262518961,-30.015455055402406,169.51900974025975,30,139.51900974025975,0,0
,DELHI/ HARYANA BORDER TO ROHTAK 486.00 486.00 05/2010 03/,Sasan Ultra Me Pgcil,Not reported,2013,2013-03-31,2013.0,3.0,-41.4356210634342,-99.85096870342772,58.41534763999353,169.51900974025975,0,169.51900974025975,0,0
,"DIESEL HYDROTREATOR PROJECT AT 3,597.00 2,730.00 09/2011 03/",Panipat Iocl,Not reported,2013,2013-03-31,2013.0,3.0,-41.4356210634342,-99.85096870342772,58.41534763999353,169.51900974025975,0,169.51900974025975,0,0
,EASTERN REGION STRENGTHENING 975.96 975.96 10/2009 06/,With Dvc And Ma Pgcil,Not reported,2013,2013-03-31,2013.0,3.0,-41.4356210634342,-99.85096870342772,58.41534763999353,169.51900974025975,0,169.51900974025975,0,0
,"EXPANSION OF IISCO STEEL PLANT SAIL 14,443.00 16,408.00 12/2011 06/",Rinl,Not reported,2013,2013-03-31,2013.0,6.0,-41.4356210634342,-99.70193740685544,58.26631634342124,169.51900974025975,0,169.51900974025975,0,0
,"GADWAL - RAICHUR (NL), SCR SCR 92.63 270.00 02/2011 02/",Sasan Ultra Me Pgcil,Not reported,2013,2013-03-31,2013.0,1.0,-41.4356210634342,-99.95032290114257,58.51470183770837,169.51900974025975,30,139.51900974025975,0,0
,"GANJAM-ICCHAPURUM,NH-5(NHAI) NHAI 263.27 263.27 02/2004 03/",Sasan Ultra Me Pgcil,Not reported,2013,2013-03-31,2013.0,1.0,-41.4356210634342,-99.95032290114257,58.51470183770837,169.51900974025975,0,169.51900974025975,0,0
,"GWALIOR BYPSS, NH-75,3 NHAI 300.93 300.93 10/2009 03/",Sasan Ultra Me Pgcil,Not reported,2013,2013-03-31,2013.0,1.0,-41.4356210634342,-99.95032290114257,58.51470183770837,169.51900974025975,0,169.51900974025975,0,0
,"Hyderabad-Vijaywada Km. 40 to 221.50 Km 04/2010 1,740.00 10/2012",Krishnapatnam,Not reported,2013,2013-03-31,1740.0,1944.2,-41.4356210634342,11.735632183908049,-53.17125324734225,169.51900974025975,30,139.51900974025975,0,1
,"INTEGRATED OFFSHORE CRUDE OIL 12/2009 1,492.33 06/2012",Hazira,Not reported,2013,2013-03-31,1492.33,1219.5,-41.4356210634342,-18.28214939055034,-23.153471672883857,169.51900974025975,30,139.51900974025975,0,0
,INTERCONNECTION BETWEEN 160.32 160.32 10/2012 03/,Parbati-Iii Hep Pgcil,Not reported,2013,2013-03-31,2013.0,1.0,-41.4356210634342,-99.95032290114257,58.51470183770837,169.51900974025975,0,169.51900974025975,0,0
,IOR of B-173A Field ONGC 352.49 352.49 03/2014 03/,Rinl,Not reported,2014,2013-03-31,2014.0,1.0,-41.4356210634342,-99.95034756703079,58.51472650359659,169.51900974025975,0,169.51900974025975,0,0
,"IOR, RUDRASAGAR (ONGCL) ONGC 113.90 438.85 03/2006 03/",Panipat Iocl,Not reported,2013,2013-03-31,2013.0,3.0,-41.4356210634342,-99.85096870342772,58.41534763999353,169.51900974025975,0,169.51900974025975,0,0
,"KANIHA OCP, MCL, (10.0 Mty) MCL 457.77 457.77 03/2013 03/",Krishnapatnam,Not reported,2015,2013-03-31,2013.0,24.0,-41.4356210634342,-98.80774962742176,57.37212856398756,169.51900974025975,0,169.51900974025975,0,0
,LANJHIGARH-JUNAGARH NL(ECOR) ECOR 100.00 227.94 03/2002 03/,Sasan Ultra Me Pgcil,Not reported,2013,2013-03-31,2013.0,3.0,-41.4356210634342,-99.85096870342772,58.41534763999353,169.51900974025975,0,169.51900974025975,0,0
