project_id,project_name,sector,implementing_agency,planned_commissioning_year,completion_date,approved_cost_cr,reported_completion_expenditure_cr,predicted_cost_overrun,actual_cost_overrun,cost_error,predicted_delay_days,actual_delay_days,delay_error,predicted_risk,actual_risk
,JORBAT - BARAPANI,Road Transport And Highways,Not reported,2014,2019-05-31,536.0,845.41,-11.852609677046601,57.72574626865671,-69.57835594570331,566.2307248457519,1976.0,-1409.7692751542481,1,1
,REHABILATION AND UPGRADATION OF NH-222(61) FOM KM 284 TO,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2016,2019-05-31,260.39,188.0,-21.35282649034079,-27.800606782134484,6.447780291793695,339.43394824732724,941.0,-601.5660517526728,1,1
,REHABILITATION AND UPGRADING TO 2 LANE WITH PAVED,Lanes With Paved Side Shoulders Of Faridkot-Ko Epc() -,Not reported,2014,2019-05-31,377.64,755.28,-15.466118232826943,100.0,-115.46611823282694,273.74877007856776,1917.0,-1643.2512299214322,0,1
,REHABILITATION AND UPGRADING TO 2 LANES/2 LANE WITH PAVED,Shoulders Configuration And Strengthening Of Anish,Not reported,2014,2019-05-31,322.01,267.0,-15.277420613026337,-17.08332039377659,1.8058997807502521,280.5480388270649,1764.0,-1483.4519611729352,1,1
,SHAHDOL TO ANUPPUR-MP/CHATTISGARH BORDER SECTION OF NH-,Pradesh                             Epc(Ministry Of Road,Not reported,2017,2019-05-31,532.49,386.02,-30.632334253717012,-27.506619842626158,-3.125714411090854,0.38003714307839864,760.0,-759.6199628569216,1,1
,STRENGTHENING AND CONSTRUCTION OF PAVED SHOULDERS,Rate(Ministry Of Road Transport And Highways (State,Not reported,2018,2019-05-31,176.22,0.1,-43.07997851160209,-99.94325275224152,56.86327424063943,-6.064633281068945,484.0,-490.06463328106895,0,1
,TWO LANING OF HOJ POTIN SECTION OF NH 229 (19.06 KM) IN,Rate(Ministry Of Road Transport And Highways (State,Not reported,2010,2019-05-31,165.0,174.57,-19.625719381610676,5.799999999999996,-25.425719381610673,213.51474090830814,3194.0,-2980.4852590916917,1,1
,TWO LANING OF YUPIA - HOJ SECTION (20.40 KM) IN ARUNACHAL,Arunachal Pradesh Under Arunachal Pradesh Pa Item,Not reported,2010,2019-05-31,104.0,218.29,-12.593015937618034,109.89423076923077,-122.48724670684881,164.26722733817243,3194.0,-3029.7327726618278,1,1
,GONDA - BAHRAICH (60 KIMS.) OF GONDA-BAHRAICH-SITAPUR-,Chandigarh                        (Northern Railway) -,Not reported,1999,2019-06-30,233.0,349.37,21.111905893026773,49.94420600858369,-28.83230011555692,906.1001526865471,7395.0,-6488.8998473134525,1,1
,WIDENING TO 2L FROM 228/70 TO 258/70 AND 286/70 TO 327/70 OF VR,Road Transport And Highways,Not reported,2015,2019-08-31,229.29,163.4,-23.927862663335738,-28.73653451960399,4.808671856268251,514.7660584061986,1399.0,-884.2339415938014,1,1
,"FIELD DEVELOPMENT OF NELP BLOCK KG-ONN-2003,",Barauni Refinery                      (Indian Oil Corporation,Not reported,2018,2019-10-31,420.76,239.45,-41.668837453248294,-43.09107329594068,1.4222358426923876,-0.7382713081150384,425.0,-425.73827130811503,0,1
,FUEL QUALITY UPGRADATION (DHDT/PRIME G) PROJECT AT,Petroleum,Not reported,2018,2019-10-31,822.66,822.02,-34.48708024247451,-0.07779641650256319,-34.40928382597195,-3.0471780909635893,364.0,-367.0471780909636,1,1
,INSTALLATION OF BUS REACTORS AT CUDDAPAH NELLORE,Power,Not reported,2019,2019-10-31,251.6,192.74,-48.903603767597254,-23.394276629570744,-25.50932713802651,-174.8723630284481,152.0,-326.8723630284481,0,1
,2 LANNING OF MOKAMA-MUNGER,Road Transport And Highways,Not reported,2013,2019-11-30,351.54,329.4,-15.610537025024811,-6.298003072196632,-9.31253395282818,576.2809814734973,2404.0,-1827.7190185265026,1,1
,DEVELOPMENT OF SIX LANE EASTERN PERIPHERAL EXPRESSWAY (,Pkg-Iii)                  (National Highways Authority Of,Not reported,2018,2019-11-30,785.78,839.0,-33.49345149314419,6.772888085723743,-40.266339578867935,-0.13636093086837528,639.0,-639.1363609308684,1,1
,CONSTRUCTION OF FLYOVER-UNDERPASS BETWEEN NORTHERN,Ibrahimpatnam Hyderabad                (Central Public,Not reported,2019,2019-12-31,188.0,146.45,-46.27108167112906,-22.10106382978724,-24.17001784134182,-9.971581602174114,213.0,-222.97158160217413,0,1
,CONSTRUCTION OF SOUTHERN REGIONAL CENTER FOR NSG AT,Urban Development,Not reported,2017,2019-12-31,157.84,167.23,-39.89556666160326,5.94906234161175,-45.84462900321501,-0.9841935538219466,1035.0,-1035.984193553822,1,1
,JAIPUR-PANIPAT NAPTHA PIPELINE ALONG WITH AUGMENTATION OF,Petroleum,Not reported,2019,2019-12-31,890.0,609.29,-39.08230789821254,-31.540449438202252,-7.541858460010289,-9.552901408233199,91.0,-100.5529014082332,1,1
,CONSTRUCTION OF ONE ETP AND THREE ETPS CUM WATER,Petroleum,Not reported,2014,2020-01-31,202.94,193.03,-16.15122691573746,-4.883216714299792,-11.268010201437669,553.6420157676432,2221.0,-1667.3579842323568,1,1
,UPGRADATION OF NATIONAL FIRE SERVICES COLLEGE AT NAGPUR,Urban Development,Not reported,2012,2020-02-29,205.0,166.12,-18.549610881848253,-18.965853658536584,0.4162427766883319,618.8858989577221,2921.0,-2302.114101042278,1,1
,REDEVELOPMENT/ EXPANSION OF MEERUT DEPOT FOR ENHANCING,Petroleum,Not reported,2019,2020-04-30,154.84,128.71,-49.92676843736456,-16.875484370963573,-33.05128406640098,-29.422251148298482,181.0,-210.42225114829847,0,1
,CONSTRUCTION OF MEDICAL COLLEGE AND HOSPITAL AT,Urban Development,Not reported,2014,2020-07-31,768.88,1125.98,-6.865153627070505,46.44417854541671,-53.30933217248722,377.86437045961236,2372.0,-1994.1356295403875,1,1
,CONSTRUCTION OF PARAMEDICAL AND ALLIED HEALTH INSTITUTE,Gulbarga                          (Hindustan Steelwork,Not reported,2015,2020-07-31,324.87,270.24,-16.727762641898885,-16.815957152091602,0.08819451019271796,305.9744997026713,1704.0,-1398.0255002973286,1,1
,CONSTRUCTION OF PERMANENT CAMPUS OF IISER KOLKATA AT,At Gulbarga                    (Hindustan Steelwork,Not reported,2016,2020-07-31,156.57,159.35,-22.89551510214995,1.775563645653702,-24.67107874780365,138.44490240060463,1460.0,-1321.5550975993954,1,1
,NEELAM REDEVELOPMENT PLAN FOR EXPLOITATION OF BASSEIN,Petroleum,Not reported,2019,2020-07-31,2818.88,2907.03,-14.682546942408926,3.1271285049381348,-17.80967544734706,0.23903244767874673,518.0,-517.7609675523213,1,1
,REHABILITATION AND UPGRADATION OF NH-4 FROM NALAGAMPALLI,Road Transport And Highways,Not reported,2020,2020-07-31,648.32,511.34,-38.2074184132437,-21.128455083909188,-17.078963329334513,-5.904298584609523,152.0,-157.90429858460953,1,1
,CONSTRUCTION OF CIVIL STRUCTURES AND OTHER,Under Phase-Xii                      (Hindustan Steelwork,Not reported,2015,2020-08-31,154.0,280.32,-17.980051070279963,82.02597402597402,-100.00602509625398,259.25067047655165,1765.0,-1505.7493295234483,1,1
,CONSTRUCTION OF RURAL ROAD DEVELOPMENT AUTHORITY,Under Pmgsy-Jharkhand                (Hindustan,Not reported,2016,2020-08-31,787.29,285.3,-14.071090697423884,-63.76176504210647,49.690674344682584,102.64623578291872,1369.0,-1266.3537642170813,1,1
,CONSTRUCTION OF RURAL ROADS WITH FIVE YEAR MAINTEINANCE,Urban Development,Not reported,2016,2020-08-31,253.92,1113.24,-19.159190340876854,338.42155009451795,-357.58074043539483,192.9544117403221,1552.0,-1359.045588259678,1,1
,UPGRADATION OF CRUDE OIL PUMP STATIONS OF NAHARKATIYA-,Petroleum,Not reported,2015,2020-08-31,871.35,565.63,-10.132772824060226,-35.085786423366045,24.95301359930582,449.1035476869473,2010.0,-1560.8964523130526,1,1
,INSTALLATION OF ADDITIONAL CRUDE TANKS (7 NOS) AT PARADIP,Petroleum,Not reported,2019,2020-12-31,429.0,373.62,-43.22482529059552,-12.909090909090908,-30.315734381504612,-12.158887445219635,730.0,-742.1588874452196,1,1
,2 LANING OF SINGER RIVER TO SIZOH NALA IN ARUNACHAL,Highways And Infrastructure Development Corporation,Not reported,2019,2021-01-31,179.82,199.53,-46.49501610081088,10.960960960960966,-57.45597706177185,-9.969114005147418,761.0,-770.9691140051474,0,1
,CONSTRUCTION OF MECHI BRIDGE AND APPROACHES ON INDIA-,Highways And Infrastructure Development Corporation,Not reported,2018,2021-01-31,158.65,110.62,-44.34118988443661,-30.274188465174912,-14.067001419261697,-6.160829722912642,975.0,-981.1608297229127,0,1
,MDPL CAPACITY EXPANSION AND PALANPUR VADODARA PIPELINE,Petroleum,Not reported,2020,2021-01-31,1879.0,1694.25,-66.00122067058359,-9.83235763704098,-56.168863033542614,-333.835315048757,244.0,-577.835315048757,1,1
,WIDENING FROM TWO LANE TO FOUR LANE WITH PAVED SHOULDER,Highways And Infrastructure Development Corporation,Not reported,2017,2021-01-31,223.67,112.81,-35.295501715807994,-49.56408995395002,14.268588238142023,-3.0119044847374608,1460.0,-1463.0119044847374,0,1
,MODERNISATION OF STEEL MELTING SHOP NO.1 AT BOKARO STEEL,Steel,Not reported,2017,2021-02-28,1154.18,1027.04,-27.970541057816533,-11.01561281602524,-16.954928241791293,1.3087800903766666,1185.0,-1183.6912199096234,1,1
,"FUEL QUALITY UPGRADATION (NSU,NHT CCR NEW UNIT) PROJECT",Petroleum,Not reported,2019,2021-03-31,951.64,708.43,-38.229102079481855,-25.55693329410282,-12.672168785379036,-9.552901408233199,547.0,-556.5529014082332,1,1
,REHABILITATION AND UPGRADATION OF NH67 FROM KM 424.650 TO,Road Transport And Highways,Not reported,2018,2021-05-31,378.24,315.42,-42.86022893053007,-16.60850253807106,-26.25172639245901,-7.810465609806382,1246.0,-1253.8104656098064,1,1
,MOTOR SPIRIT BLOCK PROJECT (MSBP) TO PRODUCE BSVI MS AT,Petroleum,Not reported,2020,2021-06-30,3313.0,2977.0,-5.1419342078343035,-10.141865378810746,4.999931170976442,0.3220682307047055,515.0,-514.6779317692952,1,1
,CONSTRUCTION OF 76 NOS MS FLATS FOR HONORABLE MPS OF,Court Of India At Land Adjoining Pragati Maidan (Central,Not reported,2020,2021-08-31,218.72,175.63,-45.694080889729385,-19.70098756400878,-25.993093325720604,-6.890943849056342,303.0,-309.8909438490563,0,1
,CONSTRUCTION OF A NEW POL DEPOT AT VILLAGE DATA IN HISAR,Effluent Treatment Plant At Madhuban              (Oil India,Not reported,2020,2021-08-31,255.0,275.68,-45.98106260192187,8.10980392156863,-54.090866523490504,-6.439311664675259,303.0,-309.43931166467524,0,1
,CONSTRUCTION OF ADDITIONAL COMPLEX FOR THE SUPREME,Urban Development,Not reported,2015,2021-08-31,884.3,874.29,-9.218232004473833,-1.1319687888725536,-8.08626321560128,425.7194468819527,2100.0,-1674.2805531180472,1,1
,FOUR LANING OF CHANDIGARH - KHARAR,Shoulders Configuration Of Nabarangpur-Kok (Ministry,Not reported,2017,2021-08-31,447.29,346.39,-34.82920738245709,-22.558071944376138,-12.271135438080954,-0.44040423606146467,1369.0,-1369.4404042360616,1,1
,FOUR LANNING OF NH-4A(NH-748) FROM KM 118 TO 125 INCL.FOUR,Road Transport And Highways,Not reported,2018,2021-08-31,297.0,290.64,-43.84653174202495,-2.141414141414146,-41.705117600610805,-14.41480539077718,1248.0,-1262.4148053907772,1,1
,NH 79 CHITTORGARH NEEMUCH MP BORDER FOUR LANING AND NH,Shoulders Configuration Of Nabarangpur-Kok (Ministry,Not reported,2013,2021-08-31,511.0,492.0,-11.797195122652909,-3.7181996086105675,-8.07899551404234,208.01985478839785,2891.0,-2682.980145211602,1,1
,NH 79 OF CHITTORGARH NEEMUCH MP BORDER KM 183 000 TO KM,Shoulders Configuration Of Nabarangpur-Kok (Ministry,Not reported,2013,2021-08-31,511.0,2323.04,-11.797195122652909,354.6066536203523,-366.4038487430052,208.01985478839785,2891.0,-2682.980145211602,1,1
,REHABILITATION AND UP-GRADATION TO 2 LANE WITH PAVED,Shoulder Of Abohar-Sitogunno-Dabwali Road Of Nh,Not reported,2020,2021-08-31,173.24,56.66,-46.49501610081088,-67.29392749942276,20.798911398611885,-9.969114005147418,456.0,-465.9691140051474,0,1
,REHABILITATION AND UPGRADATION OF ALLAHABAD -MIRZAPUR,Shoulder Of Mudki-Jawahar Singh Wala Section Of,Not reported,2019,2021-08-31,239.63,212.53,-45.436790244455835,-11.30910153152777,-34.12768871292806,-6.74480135712443,942.0,-948.7448013571244,0,1
,REHABILITATION AND UPGRADING TO 2 LANE WITH PAVED,Epc(Ministry Of Road Transport And Highways (State,Not reported,2014,2021-08-31,278.39,22.18,-15.117929423515768,-92.03275979740651,76.91483037389074,248.36340455122277,2587.0,-2338.6365954487774,1,1
,REHABILITATION AND UPGRADING TO 2 LANES/2 LANE WITH PAVED,Rate(Ministry Of Road Transport And Highways (State,Not reported,2018,2021-08-31,229.41,6.65,-41.83849093972439,-97.10125975328016,55.26276881355577,-4.024263681715582,1218.0,-1222.0242636817156,0,1
,REHABILITATION AND UPGRADING TO 2 LNES-2 LANE WITH PAVED,Paved Shoulders From Existing                Epc(Ministry Of,Not reported,2014,2021-08-31,376.52,171.16,-15.466118232826943,-54.541591416126636,39.07547318329969,273.74877007856776,2709.0,-2435.2512299214322,0,1
,SECONDARY TANK FARM WITH DEHYDRATION FACILITY AND,Petroleum,Not reported,2017,2021-08-31,352.56,455.0,-33.45325300626942,29.056047197640115,-62.50930020390953,-0.1282727528978927,1644.0,-1644.1282727528978,1,1
,STRENGTHENING AND WIDENING WORK OF EXISTING 2-LANE TO,Shoulders Configuration And Strengthening Of Anish,Not reported,2016,2021-08-31,206.8,74.04,-21.34911722772257,-64.19729206963248,42.84817484190991,148.30435696723913,1887.0,-1738.695643032761,1,1
,WIDENING AND STRENGHENING OF NH-65 TO TWO LANES WITH,Epc(Ministry Of Road Transport And Highways (State,Not reported,2015,2021-08-31,257.09,14.18,-15.982092954391334,-94.484421797814,78.50232884342266,285.62691990469216,2434.0,-2148.373080095308,1,1
,WIDENING AND STRENGTHENING OF EXISTING SL IL DL TO 2 LANE,Two Lane With Paved Shoulder And Gemetric Impr,Not reported,2017,2021-08-31,239.91,147.25,-35.22112820623381,-38.62281688966696,3.40168868343315,-2.9794071357485783,1430.0,-1432.9794071357485,0,1
,WIDENING OF SL TO 2 L KM. 107-184.80 SUKUMA TO KONTA ON NH,Flash Report,Not reported,2013,2021-08-31,179.89,242.23,-14.4320887582534,34.65451109011063,-49.08659984836403,189.19195542851025,3105.0,-2915.8080445714895,1,1
,BHILDI-VIRAMGAM GAUGE CONVERSION INCLUDING GC OF,Flash Report,Not reported,2019,2021-09-30,551.51,773.12,-37.733935392242294,40.18240829722036,-77.91634368946265,-0.23992301797961488,944.0,-944.2399230179797,1,1
,GREEN ENERGY CORRIDORS - INTER STATE TRANSSMISSION,Plant (Psp)                      (Power Grid Corporation Of,Not reported,2019,2021-09-30,3519.59,2562.41,-17.16751948051771,-27.195781326802276,10.028261846284565,-125.66494288625933,883.0,-1008.6649428862593,0,1
,REPLACEMENT OF CONVERTER SHELLS TOGETHER WITH BOTTOM,Steel,Not reported,2020,2021-09-30,263.36,253.46,-45.68185308737577,-3.759113001215069,-41.9227400861607,-10.605859767333536,394.0,-404.6058597673335,1,1
,SUB STATION WORK ASSOCIATED WITH STRENGTHENING OF,Tumkur (Pavagada) Karnataka Phase -Ii (Part Ii)      (Power,Not reported,2019,2021-09-30,608.24,425.04,-37.266864076528,-30.11968959621202,-7.147174480315982,-0.20563445300517827,913.0,-913.2056344530051,1,1
,TRANSMISSION SYSTEM ASSOICATED WITH TEHRI PUMP STORAGE,Corridor For Ipps In Chhattisgarh             (Power Grid,Not reported,2017,2021-09-30,871.62,628.13,-27.92547774333886,-27.935338794428766,0.009861051089906425,-0.1428947273178582,1460.0,-1460.1428947273178,0,1
,TRANSMISSION SYSTEM FOR ULTRA MEGA SOLAR POWER AT,Scheme Part-D                         (Power Grid,Not reported,2019,2021-09-30,408.46,369.27,-45.78557626186232,-9.594574744160996,-36.191001517701324,-1.674417956053085,1003.0,-1004.674417956053,0,1
,TRANSMISSION SYSTEM STRENGTHENING IN WR-NR TRANSMISSION,Power,Not reported,2018,2021-09-30,5151.37,3269.93,-8.261897614449204,-36.52309968027923,28.261202065830027,-0.21736033327717158,1309.0,-1309.2173603332772,1,1
,C/O STEEL STRUCTURE BUILDINGS USING PRE-ENGINEERED,Urban Development,Not reported,2020,2021-10-31,532.0,541.0,-39.050292205071614,1.6917293233082706,-40.74202152837989,-2.2226193389950373,364.0,-366.22261933899506,1,1
,D/O OF TERMINAL BLDG. AND PAVEMENT WORKS AT CHENNAI,Civil Aviation,Not reported,2010,2021-10-31,535.0,0.01,-16.400569698245903,-99.99813084112151,83.5975611428756,597.4728585487248,4170.0,-3572.5271414512754,1,1
,PROPYLENE DERIVATIVES PETROCHEMICAL PROJECT(PDPP) AT,Petroleum,Not reported,2018,2021-10-31,4588.29,5376.5,-10.488804851019943,17.17873107410386,-27.667535925123804,0.02063968481598399,1187.0,-1186.979360315184,1,1
,ADDITIONAL FACILITIES AT AHMEDNAGAR FOR CONVERSION TO,Koyali-Manmad-Ahmednagar-Solapur Pipeline         (Indian Oil,Not reported,2021,2021-12-31,261.0,195.22,-45.94935899818178,-25.203065134099617,-20.746293864082162,-3.3945880701003333,364.0,-367.3945880701003,0,1
,ADDITIONAL FACILITIES AT MANMAD FOR COVERSION TO TOP ON,Petroleum,Not reported,2021,2021-12-31,212.0,177.58,-47.78705782555144,-16.23584905660377,-31.551208768947674,-37.57893539338638,364.0,-401.57893539338636,0,1
,MULTI PRODUCT PIPELINE FROM BINA TERMINAL TO PANKI KANPUR,Top On Koyali-Manmad-Ahmednagar-Solapur Pipeli (Indian,Not reported,2021,2021-12-31,1524.06,1037.45,-36.05585568667399,-31.928532997388547,-4.127322689285446,-3.0044910195817214,30.0,-33.00449101958172,0,0
,CONSTRUCTION OF PAVED SHOULDERS IN KM.81/0 TO 203/0,Epc(Ministry Of Road Transport And Highways (State,Not reported,2015,2022-02-28,258.97,229.77,-16.281158024231658,-11.275437309340857,-5.005720714890801,308.77316484863275,2403.0,-2094.226835151367,1,1
,ELECTRIFICATION OF KHURJA-MEERUT-SAHARANPUR AND G'BAD-,Noapara-Nscb Airport(Mtp)                 (Metropolitan,Not reported,2012,2022-02-28,171.1,141.55,-15.90664040139849,-17.270601987142012,1.363961585743521,176.74819091003027,3651.0,-3474.25180908997,1,1
,FOUR LANING FROM MPMAHARASHTRA BORDER TO NAGPUR IC,Epc(Ministry Of Road Transport And Highways (State,Not reported,2012,2022-02-28,1170.52,2051.36,-11.316429427672055,75.2520247411407,-86.56845416881276,210.52429736014955,3559.0,-3348.4757026398506,1,1
,"GWALIOR-JHANSI, NH-75",Road Transport And Highways,Not reported,2009,2022-02-28,604.0,360.15,-14.462063802678657,-40.372516556291394,25.910452753612738,370.2517233151535,4472.0,-4101.748276684846,1,1
,HOWRAH DIVISION- PLATFORM SHELTER (40 C CATEGORY,Udaipur                          (North Western Railway) -,Not reported,2018,2022-02-28,157.94,51.75,-44.34118988443661,-67.23439280739521,22.8932029229586,-6.160829722912642,1215.0,-1221.1608297229127,0,1
,"LILUAH-DANKUNI 3RD LINE, MM FOR DANKUNI-JONGALPARA-",Stations)                        (Eastern Railways) -,Not reported,2014,2022-02-28,257.42,109.66,-14.818864353675444,-57.400357392588,42.581493038912555,279.3986533051379,2921.0,-2641.601346694862,1,1
,"MAVLI JUNCTION-BARI SADRI, MM OF AJMER- CHITTSURGARH-",Meerut                          (Railway Electrification) -,Not reported,2020,2022-02-28,420.18,387.54,-45.08387504245707,-7.768099385977435,-37.31577565647964,-1.698978898407231,729.0,-730.6989788984072,0,1
,TOLLYGANJ-GARIA WITH EXTENSION TO DUM DUM-NOAPARA AND,Railways,Not reported,2006,2022-02-28,1049.69,3837.57,-19.929354394754522,265.59079347235854,-285.52014786711305,250.22554417910544,5568.0,-5317.774455820894,1,1
,TRANSMISSION SYSTEM STRENTHENNING IN INDIAN SYSTEM FOR,Flash Report,Not reported,2018,2022-02-28,808.63,690.89,-33.49345149314419,-14.560429368190645,-18.933022124953546,-0.28056680857055244,1519.0,-1519.2805668085705,0,1
,JAMMU-UDHAMPUR KM.27.5 TO KM.67.00,Road Transport And Highways,Not reported,2013,2022-03-31,1813.76,2656.47,-37.77991361575701,46.46204569513055,-84.24195931088755,3.599357402872716,3195.0,-3191.4006425971274,1,1
,"SETTING UP OF FACILITIES FOR PRODUCTION OF POLYOLS,",Petroleum,Not reported,2023,2022-03-31,11130.0,425.3,-15.053637941195426,-96.17879604672058,81.12515810552514,-0.8120381971423595,-335.0,334.1879618028576,1,0
,4 LANING OF NAGPUR-BETUL,Road Transport And Highways,Not reported,2014,2022-04-30,2498.76,2531.46,-27.98548672212361,1.3086490899486072,-29.294135812072216,911.6955063711495,2829.0,-1917.3044936288507,1,1
,CAPTIVE NATURAL GAS PIPELINE FROM DAHEJ TO KOYALI,Petroleum,Not reported,2021,2022-04-30,315.0,232.8,-44.19858699542055,-26.095238095238095,-18.103348900182453,-17.682133131803084,150.0,-167.68213313180308,0,1
,"CONSTRUCTION OF GRASS ROOT POL TERMINAL AT MOTIHARI,",Refinery                            (Indian Oil Corporation,Not reported,2021,2022-04-30,522.0,443.99,-40.38849112289008,-14.944444444444443,-25.444046678445638,-0.3577641071097619,425.0,-425.35776410710974,1,1
,NASHRI- CHANANI,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2015,2022-04-30,2159.0,4729.68,-51.589673447304044,119.06808707735064,-170.6577605246547,858.1874279729723,2525.0,-1666.8125720270277,1,1
,SETTING UP OF PHASE LL FACILITIES FOR HPCL GREEN R AND D,Bihar                           (Indian Oil Corporation Limited),Not reported,2021,2022-04-30,380.0,366.58,-45.78557626186232,-3.531578947368425,-42.253997314493894,-1.674417956053085,180.0,-181.67441795605308,0,1
,SYSTEM STRENGTHENING SCHEMES AT TUTICORIN-II (ERSTWHILE,Power,Not reported,2020,2022-04-30,496.11,322.28,-44.04419076045995,-35.038600310415035,-9.005590450044913,-37.3080895603292,698.0,-735.3080895603292,0,1
,UPGRADATION OF NEW NATIONAL HIGHWAY NO 168 TO TWO LANE,Configuration And Geometric Improvement From,Not reported,2018,2022-05-31,464.07,319.88,-37.1844134866349,-31.07074363781326,-6.113669848821644,-0.32494227362807604,1307.0,-1307.324942273628,1,1
,WIDENING AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER,Highways And Infrastructure Development Corporation,Not reported,2018,2022-05-31,216.0,117.19,-42.279043300520605,-45.74537037037037,3.4663270698497612,-4.106398153591811,1307.0,-1311.1063981535917,0,1
,BALANCE WORK OF 2-LANE WITH PAVED SHOULDER OF BHOPAL-,Road Transport And Highways,Not reported,2019,2022-06-30,227.49,193.99,-54.062177586205394,-14.725922018550266,-39.33625556765513,-41.6578796165144,1276.0,-1317.6578796165145,1,1
,DIFFERENT BUILDINGS UNDER PHASE 1 NORTH FOR IIT MANDI AT,Department Of Higher Education,Not reported,2014,2022-06-30,270.83,235.32,-15.117929423515768,-13.111545988258314,-2.0063834352574546,246.34285145802215,2798.0,-2551.6571485419777,1,1
,NAGAUR-BIKANER SECTION FROM KM 177.00 TO KM 267.325 ON NH-,Shoulder From Jind-Gohana Road From Design Chain,Not reported,2022,2022-06-30,370.36,271.81,-45.91077090865584,-26.609245058861653,-19.30152584979419,-1.674417956053085,-32.0,30.325582043946916,0,0
,AUGMENTATION OF PUMPING CAPACITY OF BARAUNI-BONGAIGAON,Petroleum,Not reported,2019,2022-08-31,571.66,511.0,-38.91070562871587,-10.61120246300248,-28.29950316571339,-5.815558115039989,1004.0,-1009.81555811504,1,1
,STRENGTHENING OF CHURAIBARI - AGARTALA SECTION OF NH-08,Highways And Infrastructure Development Corporation,Not reported,2022,2022-08-31,257.96,122.81,-45.65029392834145,-52.39184369669716,6.741549768355711,-5.799225975660263,242.0,-247.79922597566025,0,1
,2-LANE WITH PAVED SHOULDER WITH PROVISION OF CAPACITY,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2016,2022-11-30,530.07,558.12,-16.489185464753213,5.29175391929367,-21.78093938404688,292.17705053858936,2312.0,-2019.8229494614106,1,1
,4-LANNING OF PORBANDAR DWARKA SECTION IN THE STATE OF,Augmentation Of Rajasthan Border-Fatehpur-Sala Ppp,Not reported,2020,2022-11-30,1958.88,1116.85,-77.95452570735368,-42.985277301315044,-34.96924840603864,-876.2813779711894,912.0,-1788.2813779711894,0,1
,CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING AND,Civil Aviation,Not reported,2019,2022-11-30,438.28,405.76,-44.45055786037835,-7.419914210094,-37.030643650284354,-11.640815014154951,1278.0,-1289.640815014155,1,1
