project_id,project_name,sector,implementing_agency,planned_commissioning_year,completion_date,approved_cost_cr,reported_completion_expenditure_cr,predicted_cost_overrun,actual_cost_overrun,cost_error,predicted_delay_days,actual_delay_days,delay_error,predicted_risk,actual_risk
,FOUR LANING OF ORISSA/CHATTISGARH BORDER - AURANG,Pkg-Iv)                      (National Highways Authority Of,Not reported,2015,2018-09-30,1232.0,1091.17,-20.49799271376017,-11.431006493506487,-9.066986220253682,431.7104292929293,1156,-724.2895707070707,1,1
,LAYING OF HEAT TRACED PIPE LINE WITH ASSOCIATED FACILITIES,Manali Refinery                        (Chennai Petroleum,Not reported,2018,2018-09-30,337.06,167.16,-36.163441459943584,-50.40645582388892,14.243014363945335,508.9001352813851,60,448.9001352813851,1,0
,NEW CRUDE OIL PIPELINE PROJECT FROM CHENNAI PORT TO,Petroleum,Not reported,2016,2018-09-30,257.87,243.3,-19.51249929629538,-5.650133788342961,-13.86236550795242,661.294458874459,698,-36.705541125541004,1,1
,TRANSMISSION SYSTEM FOR ULTRA MEGA SOLAR POWER AT,Power,Not reported,2018,2018-09-30,810.48,528.5,-25.783103548796927,-34.791728358503605,9.008624809706678,127.63200937950943,0,127.63200937950943,1,0
,TWO LANING WITH PAVED SHOULDER BARMER - SANCHOR -,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2018,2018-09-30,538.08,335.24,-27.94524346942141,-37.696996729110914,9.751753259689504,115.97708513708517,241,-125.02291486291483,1,1
,LAYING OF HEAT TRACED PIPE LINE WITH ASSOCIATED FACILITIES,Petroleum,Not reported,2019,2018-11-30,193.4,106.79,-29.25077095525144,-44.78283350568769,15.532062550436251,580.6737608225108,0,580.6737608225108,1,0
,GREEN ENERGY CORRIDORS: INTER-STATE TRANSMISSION,Power,Not reported,2018,2018-12-31,2247.37,1531.89,-5.414867475140594,-31.836324236774534,26.42145676163394,936.8069787157285,183,753.8069787157285,0,1
,AUGMENTATION OF TRANSFORMERS IN NORTHERN REGION - PART,Limited And Ind-Barath Power(Madras) Limited L (Power,Not reported,2016,2019-03-31,155.57,146.32,-33.41110416594058,-5.945876454329241,-27.465227711611337,404.1745995670996,1125,-720.8254004329003,1,1
,COMMON SYSTEM ASSOCIATED WITH COASTAL ENERGEN PRIVATE,Power,Not reported,2014,2019-03-31,1940.13,2562.42,-21.980771264626423,32.074654791173785,-54.05542605580021,482.7895743145742,1672,-1189.210425685426,1,1
,PROVISION OF STATECOM AT NALAGARH AND LUCKNOW IN,Mundra Umpp (Part-B)                      (Power Grid,Not reported,2019,2019-03-31,431.89,264.06,-31.896216540367085,-38.859431799763826,6.9632152593967405,337.2323160173159,58,279.2323160173159,1,0
,TRANSMISSION SYSTEM STRENGTHENING ASSOCIATED WITH,B                            (Power Grid Corporation Of India,Not reported,2018,2019-03-31,300.94,253.36,-35.24078765124473,-15.81046055692164,-19.43032709432309,441.574595959596,120,321.574595959596,1,1
,DISTILLATE YIELD IMPROVEMENT PROJECT (COKER) AT HALDIA,Petroleum,Not reported,2017,2019-04-30,3076.0,3450.3,3.1607347822610894,12.168400520156053,-9.007665737894964,434.952711038961,606,-171.047288961039,1,1
,JAIPUR - RINGUS - CHURU AND SIKAR - LOHARU GUAGE,Railways,Not reported,2014,2019-04-30,653.19,862.17,9.973926214800695,31.993753731686013,-22.019827516885318,681.51080988456,1886,-1204.4891901154401,1,1
,"KHADIA EXPANSION OPENCAST PROJECT(4 TO 10 MTPA,6MTPA",Coal,Not reported,2018,2019-04-30,1131.28,796.85,-35.041165995011745,-29.56208896117672,-5.479077033835026,513.7977380952382,425,88.79773809523817,1,1
,PHALODI -JAISALMER SECTION OF NH-15 TO TWO/FOUR LANE WITH,Road Transport And Highways,Not reported,2018,2019-04-30,567.51,421.6,-22.324010345023773,-25.710560166340674,3.386549821316901,129.34072150072151,425,-295.65927849927846,1,1
,2 LANING OF SHILLONG NONGSTOIN SECTION OF NH 44 AND,Shoulders Configuration Of Pratapgarh-Padi (Ministry,Not reported,2011,2019-05-31,1494.48,2158.5,-25.067512803232077,44.43150794925325,-69.49902075248534,752.450800865801,3041,-2288.5491991341987,1,1
,ALLAHABAD TO UP/MP BORDER SECTION OF NH-27 IN UTTAR,Nongstoin Tura State Road Under Phase A Of Sa Item,Not reported,2018,2019-05-31,774.57,613.58,-24.40065894740825,-20.784435235033634,-3.616223712374616,96.47632756132758,456,-359.5236724386724,1,1
,JORBAT - BARAPANI,Road Transport And Highways,Not reported,2014,2019-05-31,536.0,845.41,-19.00017736118154,57.72574626865671,-76.72592362983825,126.26771645021643,1976,-1849.7322835497835,1,1
,REHABILATION AND UPGRADATION OF NH-222(61) FOM KM 284 TO,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2016,2019-05-31,260.39,188.0,-21.80906570850976,-27.800606782134484,5.991541073624724,504.26963203463197,941,-436.73036796536803,1,1
,REHABILITATION AND UPGRADING TO 2 LANE WITH PAVED,Lanes With Paved Side Shoulders Of Faridkot-Ko Epc() -,Not reported,2014,2019-05-31,377.64,755.28,-22.3536445060176,100.0,-122.3536445060176,247.16576839826843,1917,-1669.8342316017315,1,1
,REHABILITATION AND UPGRADING TO 2 LANES/2 LANE WITH PAVED,Shoulders Configuration And Strengthening Of Anish,Not reported,2014,2019-05-31,322.01,267.0,-24.330731989266557,-17.08332039377659,-7.247411595489968,535.0523376623377,1764,-1228.9476623376622,1,1
,SHAHDOL TO ANUPPUR-MP/CHATTISGARH BORDER SECTION OF NH-,Pradesh                             Epc(Ministry Of Road,Not reported,2017,2019-05-31,532.49,386.02,-28.82858490319616,-27.506619842626158,-1.321965060570001,116.10208513708517,760,-643.8979148629148,1,1
,STRENGTHENING AND CONSTRUCTION OF PAVED SHOULDERS,Rate(Ministry Of Road Transport And Highways (State,Not reported,2018,2019-05-31,176.22,0.1,-30.20087619631366,-99.94325275224152,69.74237655592786,403.3505952380952,484,-80.6494047619048,1,1
,TWO LANING OF HOJ POTIN SECTION OF NH 229 (19.06 KM) IN,Rate(Ministry Of Road Transport And Highways (State,Not reported,2010,2019-05-31,165.0,174.57,-10.723409165937268,5.799999999999996,-16.523409165937263,421.0105934343435,3194,-2772.9894065656563,1,1
,TWO LANING OF YUPIA - HOJ SECTION (20.40 KM) IN ARUNACHAL,Arunachal Pradesh Under Arunachal Pradesh Pa Item,Not reported,2010,2019-05-31,104.0,218.29,-15.232342118492957,109.89423076923077,-125.12657288772373,251.952968975469,3194,-2942.047031024531,1,1
,GONDA - BAHRAICH (60 KIMS.) OF GONDA-BAHRAICH-SITAPUR-,Chandigarh                        (Northern Railway) -,Not reported,1999,2019-06-30,233.0,349.37,17.593542886806254,49.94420600858369,-32.35066312177744,1295.2755544077133,7395,-6099.724445592286,1,1
,WIDENING TO 2L FROM 228/70 TO 258/70 AND 286/70 TO 327/70 OF VR,Road Transport And Highways,Not reported,2015,2019-08-31,229.29,163.4,-18.016960459026098,-28.73653451960399,10.71957406057789,394.2143993506494,1399,-1004.7856006493506,1,1
,"FIELD DEVELOPMENT OF NELP BLOCK KG-ONN-2003,",Barauni Refinery                      (Indian Oil Corporation,Not reported,2018,2019-10-31,420.76,239.45,-32.42045082131273,-43.09107329594068,10.670622474627955,302.82047619047603,425,-122.17952380952397,1,1
,FUEL QUALITY UPGRADATION (DHDT/PRIME G) PROJECT AT,Petroleum,Not reported,2018,2019-10-31,822.66,822.02,-6.073718818288205,-0.07779641650256319,-5.995922401785641,223.9490223665224,364,-140.0509776334776,1,1
,INSTALLATION OF BUS REACTORS AT CUDDAPAH NELLORE,Power,Not reported,2019,2019-10-31,251.6,192.74,-34.35761915057665,-23.394276629570744,-10.96334252100591,234.06652597402598,152,82.06652597402598,1,1
,2 LANNING OF MOKAMA-MUNGER,Road Transport And Highways,Not reported,2013,2019-11-30,351.54,329.4,-33.067212376983505,-6.298003072196632,-26.769209304786873,319.34235930735923,2404,-2084.6576406926406,1,1
,DEVELOPMENT OF SIX LANE EASTERN PERIPHERAL EXPRESSWAY (,Pkg-Iii)                  (National Highways Authority Of,Not reported,2018,2019-11-30,785.78,839.0,-24.40065894740825,6.772888085723743,-31.173547033131992,96.47632756132758,639,-542.5236724386724,1,1
,CONSTRUCTION OF FLYOVER-UNDERPASS BETWEEN NORTHERN,Ibrahimpatnam Hyderabad                (Central Public,Not reported,2019,2019-12-31,188.0,146.45,-27.905401975672355,-22.10106382978724,-5.804338145885115,533.7043831168833,213,320.70438311688326,1,1
,CONSTRUCTION OF SOUTHERN REGIONAL CENTER FOR NSG AT,Urban Development,Not reported,2017,2019-12-31,157.84,167.23,-42.698592307008006,5.94906234161175,-48.647654648619756,975.2561056998561,1035,-59.74389430014389,1,1
,JAIPUR-PANIPAT NAPTHA PIPELINE ALONG WITH AUGMENTATION OF,Petroleum,Not reported,2019,2019-12-31,890.0,609.29,-15.995391099345575,-31.540449438202252,15.545058338856677,215.533621933622,91,124.53362193362199,1,1
,CONSTRUCTION OF ONE ETP AND THREE ETPS CUM WATER,Petroleum,Not reported,2014,2020-01-31,202.94,193.03,-3.6623486500813645,-4.883216714299792,1.2208680642184273,625.2766396103896,2221,-1595.7233603896104,1,1
,UPGRADATION OF NATIONAL FIRE SERVICES COLLEGE AT NAGPUR,Urban Development,Not reported,2012,2020-02-29,205.0,166.12,7.09020423208156,-18.965853658536584,26.056057890618145,956.9538762626263,2921,-1964.0461237373738,1,1
,REDEVELOPMENT/ EXPANSION OF MEERUT DEPOT FOR ENHANCING,Petroleum,Not reported,2019,2020-04-30,154.84,128.71,-38.53770574643598,-16.875484370963573,-21.66222137547241,492.40015151515144,181,311.40015151515144,1,1
,CONSTRUCTION OF MEDICAL COLLEGE AND HOSPITAL AT,Urban Development,Not reported,2014,2020-07-31,768.88,1125.98,-0.20845229947180124,46.44417854541671,-46.65263084488851,802.730521284271,2372,-1569.2694787157288,1,1
,CONSTRUCTION OF PARAMEDICAL AND ALLIED HEALTH INSTITUTE,Gulbarga                          (Hindustan Steelwork,Not reported,2015,2020-07-31,324.87,270.24,-22.598693728915862,-16.815957152091602,-5.782736576824259,536.0777056277054,1704,-1167.9222943722946,1,1
,CONSTRUCTION OF PERMANENT CAMPUS OF IISER KOLKATA AT,At Gulbarga                    (Hindustan Steelwork,Not reported,2016,2020-07-31,156.57,159.35,-35.44440539224755,1.775563645653702,-37.21996903790126,393.5286147186147,1460,-1066.4713852813852,1,1
,NEELAM REDEVELOPMENT PLAN FOR EXPLOITATION OF BASSEIN,Petroleum,Not reported,2019,2020-07-31,2818.88,2907.03,-2.1688974587461076,3.1271285049381348,-5.296025963684242,509.4686850649349,518,-8.531314935065097,1,1
,REHABILITATION AND UPGRADATION OF NH-4 FROM NALAGAMPALLI,Road Transport And Highways,Not reported,2020,2020-07-31,648.32,511.34,-26.095497046128276,-21.128455083909188,-4.9670419622190884,129.40687950937954,152,-22.593120490620464,1,1
,CONSTRUCTION OF CIVIL STRUCTURES AND OTHER,Under Phase-Xii                      (Hindustan Steelwork,Not reported,2015,2020-08-31,154.0,280.32,-32.47403625204804,82.02597402597402,-114.50001027802206,395.9728571428571,1765,-1369.027142857143,1,1
,CONSTRUCTION OF RURAL ROAD DEVELOPMENT AUTHORITY,Under Pmgsy-Jharkhand                (Hindustan,Not reported,2016,2020-08-31,787.29,285.3,-5.390179564490331,-63.76176504210647,58.37158547761614,100.35208513708515,1369,-1268.6479148629148,1,1
,CONSTRUCTION OF RURAL ROADS WITH FIVE YEAR MAINTEINANCE,Urban Development,Not reported,2016,2020-08-31,253.92,1113.24,-24.701344756101722,338.42155009451795,-363.1228948506197,1033.1557269119774,1552,-518.8442730880226,1,1
,UPGRADATION OF CRUDE OIL PUMP STATIONS OF NAHARKATIYA-,Petroleum,Not reported,2015,2020-08-31,871.35,565.63,8.23954741703518,-35.085786423366045,43.32533384040123,232.02301587301594,2010,-1777.976984126984,1,1
,INSTALLATION OF ADDITIONAL CRUDE TANKS (7 NOS) AT PARADIP,Petroleum,Not reported,2019,2020-12-31,429.0,373.62,-23.903557125740985,-12.909090909090908,-10.994466216650077,442.9636147186146,730,-287.0363852813854,1,1
,2 LANING OF SINGER RIVER TO SIZOH NALA IN ARUNACHAL,Highways And Infrastructure Development Corporation,Not reported,2019,2021-01-31,179.82,199.53,-30.38434002409365,10.960960960960966,-41.345300985054614,427.4083982683983,761,-333.5916017316017,1,1
,CONSTRUCTION OF MECHI BRIDGE AND APPROACHES ON INDIA-,Highways And Infrastructure Development Corporation,Not reported,2018,2021-01-31,158.65,110.62,-42.848097631776156,-30.274188465174912,-12.573909166601243,389.2004329004329,975,-585.7995670995672,1,1
,MDPL CAPACITY EXPANSION AND PALANPUR VADODARA PIPELINE,Petroleum,Not reported,2020,2021-01-31,1879.0,1694.25,-30.82323535439603,-9.83235763704098,-20.990877717355048,238.3332377344877,244,-5.66676226551229,1,1
,WIDENING FROM TWO LANE TO FOUR LANE WITH PAVED SHOULDER,Highways And Infrastructure Development Corporation,Not reported,2017,2021-01-31,223.67,112.81,-31.33691067118778,-49.56408995395002,18.227179282762236,346.56083333333333,1460,-1113.4391666666666,1,1
,MODERNISATION OF STEEL MELTING SHOP NO.1 AT BOKARO STEEL,Steel,Not reported,2017,2021-02-28,1154.18,1027.04,-39.15453875098152,-11.01561281602524,-28.138925934956283,668.4380303030305,1185,-516.5619696969695,1,1
,"FUEL QUALITY UPGRADATION (NSU,NHT CCR NEW UNIT) PROJECT",Petroleum,Not reported,2019,2021-03-31,951.64,708.43,-26.08705686870917,-25.55693329410282,-0.5301235746063497,213.97680375180377,547,-333.0231962481962,1,1
,REHABILITATION AND UPGRADATION OF NH67 FROM KM 424.650 TO,Road Transport And Highways,Not reported,2018,2021-05-31,378.24,315.42,-35.66804791869849,-16.60850253807106,-19.05954538062743,297.7454220779219,1246,-948.2545779220782,1,1
,MOTOR SPIRIT BLOCK PROJECT (MSBP) TO PRODUCE BSVI MS AT,Petroleum,Not reported,2020,2021-06-30,3313.0,2977.0,2.4413963352987262,-10.141865378810746,12.583261714109472,444.72648268398274,515,-70.27351731601726,1,1
,CONSTRUCTION OF 76 NOS MS FLATS FOR HONORABLE MPS OF,Court Of India At Land Adjoining Pragati Maidan (Central,Not reported,2020,2021-08-31,218.72,175.63,-33.35232407141256,-19.70098756400878,-13.65133650740378,345.07198593073593,303,42.071985930735934,1,1
,CONSTRUCTION OF A NEW POL DEPOT AT VILLAGE DATA IN HISAR,Effluent Treatment Plant At Madhuban              (Oil India,Not reported,2020,2021-08-31,255.0,275.68,-35.322334813907275,8.10980392156863,-43.4321387354759,466.7586796536796,303,163.75867965367962,1,1
,CONSTRUCTION OF ADDITIONAL COMPLEX FOR THE SUPREME,Urban Development,Not reported,2015,2021-08-31,884.3,874.29,-7.28092204836243,-1.1319687888725536,-6.148953259489876,826.3332485569983,2100,-1273.6667514430017,1,1
,FOUR LANING OF CHANDIGARH - KHARAR,Shoulders Configuration Of Nabarangpur-Kok (Ministry,Not reported,2017,2021-08-31,447.29,346.39,-30.25531313872364,-22.558071944376138,-7.697241194347502,426.9829329004328,1369,-942.0170670995672,1,1
,FOUR LANNING OF NH-4A(NH-748) FROM KM 118 TO 125 INCL.FOUR,Road Transport And Highways,Not reported,2018,2021-08-31,297.0,290.64,0.04808127827871047,-2.141414141414146,2.1894954196928564,461.6374242424244,1248,-786.3625757575755,1,1
,NH 79 CHITTORGARH NEEMUCH MP BORDER FOUR LANING AND NH,Shoulders Configuration Of Nabarangpur-Kok (Ministry,Not reported,2013,2021-08-31,511.0,492.0,-18.316458052646034,-3.7181996086105675,-14.598258444035466,67.25260822510822,2891,-2823.7473917748916,1,1
,NH 79 OF CHITTORGARH NEEMUCH MP BORDER KM 183 000 TO KM,Shoulders Configuration Of Nabarangpur-Kok (Ministry,Not reported,2013,2021-08-31,511.0,2323.04,-18.316458052646034,354.6066536203523,-372.92311167299835,67.25260822510822,2891,-2823.7473917748916,1,1
,REHABILITATION AND UP-GRADATION TO 2 LANE WITH PAVED,Shoulder Of Abohar-Sitogunno-Dabwali Road Of Nh,Not reported,2020,2021-08-31,173.24,56.66,-30.927910563293768,-67.29392749942276,36.366016936129,405.038777056277,456,-50.96122294372299,1,1
,REHABILITATION AND UPGRADATION OF ALLAHABAD -MIRZAPUR,Shoulder Of Mudki-Jawahar Singh Wala Section Of,Not reported,2019,2021-08-31,239.63,212.53,-28.96281120380036,-11.30910153152777,-17.65370967227259,461.0235173160174,942,-480.9764826839826,1,1
,REHABILITATION AND UPGRADING TO 2 LANE WITH PAVED,Epc(Ministry Of Road Transport And Highways (State,Not reported,2014,2021-08-31,278.39,22.18,-6.798048757441132,-92.03275979740651,85.23471103996538,507.2284307359307,2587,-2079.7715692640695,1,1
,REHABILITATION AND UPGRADING TO 2 LANES/2 LANE WITH PAVED,Rate(Ministry Of Road Transport And Highways (State,Not reported,2018,2021-08-31,229.41,6.65,-27.61331439370006,-97.10125975328016,69.4879453595801,350.88689935064934,1218,-867.1131006493506,1,1
,REHABILITATION AND UPGRADING TO 2 LNES-2 LANE WITH PAVED,Paved Shoulders From Existing                Epc(Ministry Of,Not reported,2014,2021-08-31,376.52,171.16,-21.703182523292373,-54.541591416126636,32.838408892834266,253.67054112554115,2709,-2455.329458874459,1,1
,SECONDARY TANK FARM WITH DEHYDRATION FACILITY AND,Petroleum,Not reported,2017,2021-08-31,352.56,455.0,-24.57858943651351,29.056047197640115,-53.63463663415362,568.1337878787876,1644,-1075.8662121212124,1,1
,STRENGTHENING AND WIDENING WORK OF EXISTING 2-LANE TO,Shoulders Configuration And Strengthening Of Anish,Not reported,2016,2021-08-31,206.8,74.04,0.9641100561116305,-64.19729206963248,65.16140212574412,569.2985443722944,1887,-1317.7014556277056,1,1
,WIDENING AND STRENGHENING OF NH-65 TO TWO LANES WITH,Epc(Ministry Of Road Transport And Highways (State,Not reported,2015,2021-08-31,257.09,14.18,-24.57619967437745,-94.484421797814,69.90822212343654,504.2367965367965,2434,-1929.7632034632036,1,1
,WIDENING AND STRENGTHENING OF EXISTING SL IL DL TO 2 LANE,Two Lane With Paved Shoulder And Gemetric Impr,Not reported,2017,2021-08-31,239.91,147.25,-28.96281120380036,-38.62281688966696,9.660005685866597,461.0235173160174,1430,-968.9764826839826,1,1
,WIDENING OF SL TO 2 L KM. 107-184.80 SUKUMA TO KONTA ON NH,Flash Report,Not reported,2013,2021-08-31,179.89,242.23,-8.937856159037302,34.65451109011063,-43.592367249147934,295.10032467532466,3105,-2809.899675324675,1,1
,BHILDI-VIRAMGAM GAUGE CONVERSION INCLUDING GC OF,Flash Report,Not reported,2019,2021-09-30,551.51,773.12,-22.182578853938086,40.18240829722036,-62.364987151158445,114.83875180375183,944,-829.1612481962482,1,1
,GREEN ENERGY CORRIDORS - INTER STATE TRANSSMISSION,Plant (Psp)                      (Power Grid Corporation Of,Not reported,2019,2021-09-30,3519.59,2562.41,-2.469575650056241,-27.195781326802276,24.726205676746034,445.50255952380945,883,-437.49744047619055,0,1
,REPLACEMENT OF CONVERTER SHELLS TOGETHER WITH BOTTOM,Steel,Not reported,2020,2021-09-30,263.36,253.46,-31.65374099227807,-3.759113001215069,-27.894627991063,609.7620562770562,394,215.76205627705622,1,1
,SUB STATION WORK ASSOCIATED WITH STRENGTHENING OF,Tumkur (Pavagada) Karnataka Phase -Ii (Part Ii)      (Power,Not reported,2019,2021-09-30,608.24,425.04,-21.73670015063765,-30.11968959621202,8.38298944557437,125.86505050505055,913,-787.1349494949494,1,1
,TRANSMISSION SYSTEM ASSOICATED WITH TEHRI PUMP STORAGE,Corridor For Ipps In Chhattisgarh             (Power Grid,Not reported,2017,2021-09-30,871.62,628.13,-20.27151683607356,-27.935338794428766,7.663821958355207,130.18184704184708,1460,-1329.818152958153,1,1
,TRANSMISSION SYSTEM FOR ULTRA MEGA SOLAR POWER AT,Scheme Part-D                         (Power Grid,Not reported,2019,2021-09-30,408.46,369.27,-37.35926290769602,-9.594574744160996,-27.764688163535027,268.74774891774877,1003,-734.2522510822512,1,1
,TRANSMISSION SYSTEM STRENGTHENING IN WR-NR TRANSMISSION,Power,Not reported,2018,2021-09-30,5151.37,3269.93,-7.088903172709316,-36.52309968027923,29.434196507569915,506.9965530303031,1309,-802.0034469696968,0,1
,C/O STEEL STRUCTURE BUILDINGS USING PRE-ENGINEERED,Urban Development,Not reported,2020,2021-10-31,532.0,541.0,-28.809119931973147,1.6917293233082706,-30.500849255281416,850.6072204184702,364,486.6072204184702,1,1
,D/O OF TERMINAL BLDG. AND PAVEMENT WORKS AT CHENNAI,Civil Aviation,Not reported,2010,2021-10-31,535.0,0.01,-34.13713257220928,-99.99813084112151,65.86099826891223,272.7914826839827,4170,-3897.208517316017,1,1
,PROPYLENE DERIVATIVES PETROCHEMICAL PROJECT(PDPP) AT,Petroleum,Not reported,2018,2021-10-31,4588.29,5376.5,3.672608190866868,17.17873107410386,-13.506122883236994,408.4475541125541,1187,-778.5524458874459,1,1
,ADDITIONAL FACILITIES AT AHMEDNAGAR FOR CONVERSION TO,Koyali-Manmad-Ahmednagar-Solapur Pipeline         (Indian Oil,Not reported,2021,2021-12-31,261.0,195.22,-31.666196799272644,-25.203065134099617,-6.463131665173027,505.63925324675324,364,141.63925324675324,1,1
,ADDITIONAL FACILITIES AT MANMAD FOR COVERSION TO TOP ON,Petroleum,Not reported,2021,2021-12-31,212.0,177.58,-29.905052618065685,-16.23584905660377,-13.669203561461917,505.51140151515136,364,141.51140151515136,1,1
,MULTI PRODUCT PIPELINE FROM BINA TERMINAL TO PANKI KANPUR,Top On Koyali-Manmad-Ahmednagar-Solapur Pipeli (Indian,Not reported,2021,2021-12-31,1524.06,1037.45,-29.653553339131957,-31.928532997388547,2.2749796582565907,275.3424693362193,30,245.34246933621932,1,0
,CONSTRUCTION OF PAVED SHOULDERS IN KM.81/0 TO 203/0,Epc(Ministry Of Road Transport And Highways (State,Not reported,2015,2022-02-28,258.97,229.77,-22.34855429551749,-11.275437309340857,-11.073116986176634,509.8143506493506,2403,-1893.1856493506493,1,1
,ELECTRIFICATION OF KHURJA-MEERUT-SAHARANPUR AND G'BAD-,Noapara-Nscb Airport(Mtp)                 (Metropolitan,Not reported,2012,2022-02-28,171.1,141.55,-11.100311904924883,-17.270601987142012,6.170290082217129,256.70356060606065,3651,-3394.296439393939,1,1
,FOUR LANING FROM MPMAHARASHTRA BORDER TO NAGPUR IC,Epc(Ministry Of Road Transport And Highways (State,Not reported,2012,2022-02-28,1170.52,2051.36,-29.051968736805215,75.2520247411407,-104.30399347794591,771.5634343434349,3559,-2787.436565656565,1,1
,"GWALIOR-JHANSI, NH-75",Road Transport And Highways,Not reported,2009,2022-02-28,604.0,360.15,4.718364126544492,-40.372516556291394,45.09088068283589,558.3571969696969,4472,-3913.642803030303,1,1
,HOWRAH DIVISION- PLATFORM SHELTER (40 C CATEGORY,Udaipur                          (North Western Railway) -,Not reported,2018,2022-02-28,157.94,51.75,-42.848097631776156,-67.23439280739521,24.386295175619054,389.2004329004329,1215,-825.7995670995672,1,1
,"LILUAH-DANKUNI 3RD LINE, MM FOR DANKUNI-JONGALPARA-",Stations)                        (Eastern Railways) -,Not reported,2014,2022-02-28,257.42,109.66,-23.787818954411765,-57.400357392588,33.61253843817623,516.8986255411255,2921,-2404.1013744588745,1,1
,"MAVLI JUNCTION-BARI SADRI, MM OF AJMER- CHITTSURGARH-",Meerut                          (Railway Electrification) -,Not reported,2020,2022-02-28,420.18,387.54,-32.42045082131273,-7.768099385977435,-24.65235143533529,302.82047619047603,729,-426.17952380952397,1,1
,TOLLYGANJ-GARIA WITH EXTENSION TO DUM DUM-NOAPARA AND,Railways,Not reported,2006,2022-02-28,1049.69,3837.57,0.6856837984284644,265.59079347235854,-264.9051096739301,823.1193650793648,5568,-4744.880634920635,1,1
,TRANSMISSION SYSTEM STRENTHENNING IN INDIAN SYSTEM FOR,Flash Report,Not reported,2018,2022-02-28,808.63,690.89,-20.801896920716242,-14.560429368190645,-6.241467552525597,140.007095959596,1519,-1378.992904040404,1,1
,JAMMU-UDHAMPUR KM.27.5 TO KM.67.00,Road Transport And Highways,Not reported,2013,2022-03-31,1813.76,2656.47,-22.03268278172063,46.46204569513055,-68.49472847685118,134.031240981241,3195,-3060.968759018759,1,1
,"SETTING UP OF FACILITIES FOR PRODUCTION OF POLYOLS,",Petroleum,Not reported,2023,2022-03-31,11130.0,425.3,-8.485869897085806,-96.17879604672058,87.69292614963477,463.74153679653676,0,463.74153679653676,1,0
,4 LANING OF NAGPUR-BETUL,Road Transport And Highways,Not reported,2014,2022-04-30,2498.76,2531.46,-2.871386783099786,1.3086490899486072,-4.180035873048393,921.1227963702961,2829,-1907.877203629704,0,1
,CAPTIVE NATURAL GAS PIPELINE FROM DAHEJ TO KOYALI,Petroleum,Not reported,2021,2022-04-30,315.0,232.8,-25.806105464627365,-26.095238095238095,0.28913263061073025,622.8113852813851,150,472.8113852813851,1,1
